"Report date","Week #","Week ","UT","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33033.0","22.0","33026.0","972.0","","Week 22","1419.0","1573.0","1392.0","2983.0","","22.0","25276.0","34559.0","36014.0","216626.0"
"33040.0","23.0","33033.0","929.0","","Week 23","1649.0","1783.0","1418.0","2999.0","","23.0","26925.0","36342.0","37432.0","219625.0"
"33047.0","24.0","33040.0","889.0","","Week 24","2356.0","1573.0","1241.0","","","24.0","29281.0","37915.0","38673.0",""
"33054.0","25.0","33047.0","772.0","","Week 25","1675.0","1380.0","1584.0","","","25.0","30956.0","39295.0","40257.0",""
"33061.0","26.0","33054.0","966.0","","Week 26","2396.0","1400.0","1520.0","","","26.0","33352.0","40695.0","41777.0",""
"33068.0","27.0","33061.0","1364.0","","Week 27","1888.0","1671.0","1435.0","","","27.0","35240.0","42366.0","43212.0",""
"33075.0","28.0","33068.0","1011.0","","Week 28","1530.0","1787.0","1391.0","","","28.0","36770.0","44153.0","44603.0",""
"33082.0","29.0","33075.0","714.0","","Week 29","1964.0","2102.0","1765.0","","","29.0","38734.0","46255.0","46368.0",""
"33089.0","30.0","33082.0","823.0","","Week 30","1485.0","2054.0","1945.0","","","30.0","40219.0","48309.0","48313.0",""
"33096.0","31.0","33089.0","915.0","","Week 31","1441.0","1975.0","1853.0","","","31.0","41660.0","50284.0","50166.0",""
"33103.0","32.0","33096.0","788.0","","Week 32","1047.0","2029.0","1477.0","","","32.0","42707.0","52313.0","51643.0",""
"33110.0","33.0","33103.0","974.0","","Week 33","1186.0","2426.0","1742.0","","","33.0","43893.0","54739.0","53385.0",""
"33117.0","34.0","33110.0","784.0","","Week 34","1156.0","2500.0","1428.0","","","34.0","45049.0","57239.0","54813.0",""
"33124.0","35.0","33117.0","809.0","","Week 35","1149.0","2368.0","1489.0","","","35.0","46198.0","59607.0","56302.0",""
"33131.0","36.0","33124.0","868.0","","Week 36","1237.0","2897.0","1590.0","","","36.0","47435.0","62504.0","57892.0",""
"33138.0","37.0","33131.0","805.0","","Week 37","1051.0","3822.0","1497.0","","","37.0","48486.0","66326.0","59389.0",""
"33145.0","38.0","33138.0","905.0","","Week 38","1154.0","","1334.0","","","38.0","49640.0","","60723.0",""
"33152.0","39.0","33145.0","964.0","","Week 39","","","1568.0","","","39.0","","","62291.0",""
"33159.0","40.0","33152.0","1651.0","","Week 40","","","1747.0","","","40.0","","","64038.0",""
"33166.0","41.0","33159.0","1155.0","","Week 41","","","1619.0","","","41.0","","","65657.0",""
"33173.0","42.0","33166.0","1280.0","","Week 42","","","2040.0","","","42.0","","","67697.0",""
"33180.0","43.0","33173.0","1385.0","","Week 43","","","2209.0","","","43.0","","","69906.0",""
"33187.0","44.0","33180.0","1590.0","","Week 44","","","2201.0","","","44.0","","","72107.0",""
"33194.0","45.0","33187.0","1568.0","","Week 45","","","2376.0","","","45.0","","","74483.0",""
"33201.0","46.0","33194.0","1743.0","","Week 46","","","2681.0","","","46.0","","","77164.0",""
"33208.0","47.0","33201.0","1604.0","","Week 47","","","3565.0","","","47.0","","","80729.0",""
"33215.0","48.0","33208.0","1521.0","","Week 48","","","3497.0","","","48.0","","","84226.0",""
"33222.0","49.0","33215.0","1419.0","","Week 49","","","3460.0","","","49.0","","","87686.0",""
"33229.0","50.0","33222.0","1649.0","","Week 50","","","2867.0","","","50.0","","","90553.0",""
"33236.0","51.0","33229.0","2356.0","","Week 51","","","3824.0","","","51.0","","","94377.0",""
"33243.0","52.0","33236.0","1675.0","","Week 52","","","4226.0","","","52.0","","","98603.0",""
"33250.0","1.0","33243.0","2396.0","","Week 53","","","4664.0","","","53.0","","","103267.0",""
"33257.0","2.0","33250.0","1888.0","","Week 54","","","3092.0","","","54.0","","","106359.0",""
"33264.0","3.0","33257.0","1530.0","","Week 55","","","3265.0","","","55.0","","","109624.0",""
"33271.0","4.0","33264.0","1964.0","","Week 56","","","5205.0","","","56.0","","","114829.0",""
"33278.0","5.0","33271.0","1485.0","","Week 57","","","4557.0","","","57.0","","","119386.0",""
"33285.0","6.0","33278.0","1441.0","","Week 58","","","3671.0","","","58.0","","","123057.0",""
"33292.0","7.0","33285.0","1047.0","","Week 59","","","3948.0","","","59.0","","","127005.0",""
"33299.0","8.0","33292.0","1186.0","","Week 60","","","4344.0","","","60.0","","","131349.0",""
"33306.0","9.0","33299.0","1156.0","","Week 61","","","4040.0","","","61.0","","","135389.0",""
"33313.0","10.0","33306.0","1149.0","","Week 62","","","3733.0","","","62.0","","","139122.0",""
"33320.0","11.0","33313.0","1237.0","","Week 63","","","3692.0","","","63.0","","","142814.0",""
"33327.0","12.0","33320.0","1051.0","","Week 64","","","3934.0","","","64.0","","","146748.0",""
"33334.0","13.0","33327.0","1154.0","","Week 65","","","3493.0","","","65.0","","","150241.0",""
"33341.0","14.0","33334.0","1363.0","","Week 66","","","3027.0","","","66.0","","","153268.0",""
"33348.0","15.0","33341.0","1359.0","","Week 67","","","3271.0","","","67.0","","","156539.0",""
"33355.0","16.0","33348.0","1428.0","","Week 68","","","3803.0","","","68.0","","","160342.0",""
"33362.0","17.0","33355.0","1476.0","","Week 69","","","3396.0","","","69.0","","","163738.0",""
"33369.0","18.0","33362.0","1213.0","","Week 70","","","3402.0","","","70.0","","","167140.0",""
"33376.0","19.0","33369.0","1080.0","","Week 71","","","3090.0","","","71.0","","","170230.0",""
"33383.0","20.0","33376.0","1118.0","","Week 72","","","2931.0","","","72.0","","","173161.0",""
"33390.0","21.0","33383.0","814.0","","Week 73","","","3023.0","","","73.0","","","176184.0",""
"33397.0","22.0","33390.0","1100.0","","Week 74","","","2879.0","","","74.0","","","179063.0",""
"33404.0","23.0","33397.0","1213.0","","Week 75","","","2666.0","","","75.0","","","181729.0",""
"33411.0","24.0","33404.0","1019.0","","Week 76","","","2539.0","","","76.0","","","184268.0",""
"33418.0","25.0","33411.0","1023.0","","Week 77","","","3043.0","","","77.0","","","187311.0",""
"33425.0","26.0","33418.0","881.0","","Week 78","","","2908.0","","","78.0","","","190219.0",""
"33432.0","27.0","33425.0","1393.0","","Week 79","","","2711.0","","","79.0","","","192930.0",""
"33439.0","28.0","33432.0","1259.0","","Week 80","","","2664.0","","","80.0","","","195594.0",""
"33446.0","29.0","33439.0","959.0","","Week 81","","","2924.0","","","81.0","","","198518.0",""
"33453.0","30.0","33446.0","998.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","1062.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","1065.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","1024.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","1223.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","784.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","1368.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","1135.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","1337.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","1249.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","1395.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","1026.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","1445.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","1880.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","1884.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","1270.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","1903.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","1570.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","1959.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","1924.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","1816.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","1837.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","1602.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","2583.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","2138.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","1609.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","1659.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","1561.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","1555.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","1337.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","1333.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","1230.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","1350.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","1220.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","1110.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","1090.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","1574.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","1438.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","1215.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","1207.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","1139.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","1046.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","1026.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","813.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","1125.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","1114.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","1202.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","1125.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","891.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","1358.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","1318.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","953.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","989.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","976.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","1091.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","973.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","1105.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","977.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","823.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","1034.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","1002.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1095.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","1301.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","1016.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1070.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","1205.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","1622.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","1396.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","1460.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","1622.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","1775.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","1566.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","1429.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","1331.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","1280.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","2480.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","2012.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","1697.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","1747.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","1487.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","1331.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","1114.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","1289.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","1122.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","1110.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","986.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","897.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","996.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","1541.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","1210.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","1122.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","1018.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","1357.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","1061.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","1054.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","1063.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","771.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","1008.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","882.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","947.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","925.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","1001.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","1137.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","741.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1015.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","939.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","665.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","811.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","879.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","879.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","710.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","725.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","754.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","749.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","1055.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","887.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","1162.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","918.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","1136.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","964.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","1387.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","1402.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","1522.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","1580.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","1394.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","1379.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","1339.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","2026.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","1826.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","1383.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","1393.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","1295.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","1396.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","1173.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","979.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","1149.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1109.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","950.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","850.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","882.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","1230.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","1148.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","1011.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","993.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","1304.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","1185.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","890.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","842.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","720.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","1000.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","781.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","814.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","832.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","846.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","1198.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","931.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","674.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","931.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","756.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","704.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","772.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","795.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","697.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","837.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","724.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","772.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","1239.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","985.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","1172.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","939.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","1151.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","1093.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","1551.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","1552.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","1384.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","1371.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","1208.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","1426.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","1141.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","1613.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","1777.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","1307.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","1396.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","1182.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","1205.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","1070.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","949.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","1264.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","985.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","865.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","887.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","909.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","1207.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","1023.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","1137.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","922.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","1076.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","1050.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","900.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","1006.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","691.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","1104.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","907.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","852.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","881.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","821.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","1027.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","1059.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","919.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","864.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","779.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","756.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","728.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","824.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","814.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","837.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","709.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","630.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","1081.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","734.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","861.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","974.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","1028.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","863.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","1229.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","1058.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","1309.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","1362.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","1046.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","1138.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","1255.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","1255.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","2473.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","1431.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","1986.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","1748.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","1649.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","1257.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","996.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","1219.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","1357.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","910.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","958.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","731.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","910.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","1024.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","1074.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1026.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1021.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","923.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","1009.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","972.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","800.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","936.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","849.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","871.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","897.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","787.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","1139.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","860.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","746.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","828.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","747.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","875.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","808.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","864.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","721.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","821.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","862.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","989.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","820.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","995.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","794.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","1049.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","1221.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","1211.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","1081.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","1163.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","1077.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","1668.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","1669.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","1742.0","","","","","","","","","","","",""
