"Report date","Week #","Week ","WY","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35518.0","12.0","35511.0","424.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","419.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","870.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","528.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","357.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","419.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","381.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","307.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","318.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","366.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","403.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","364.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","257.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","257.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","252.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","358.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","290.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","241.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","291.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","279.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","330.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","257.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","242.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","242.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","237.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","251.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","262.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","280.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","383.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","365.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","474.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","492.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","646.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","655.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","680.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","574.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","719.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","759.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","624.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","771.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","578.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","1060.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","763.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","578.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","671.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","602.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","566.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","514.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","577.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","599.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","486.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","483.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","460.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","457.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","627.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","516.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","457.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","293.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","308.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","318.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","289.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","333.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","420.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","398.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","337.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","286.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","275.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","381.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","315.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","291.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","278.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","306.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","253.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","274.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","307.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","279.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","246.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","303.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","274.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","330.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","516.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","428.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","459.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","540.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","921.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","892.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","715.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","574.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","622.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","702.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","691.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","1221.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","589.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","1145.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","850.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","567.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","746.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","636.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","551.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","522.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","552.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","539.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","465.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","472.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","405.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","360.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","603.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","494.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","447.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","503.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","419.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","284.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","309.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","324.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","360.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","371.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","313.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","267.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","244.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","335.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","278.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","260.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","257.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","281.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","223.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","212.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","206.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","227.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","228.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","193.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","278.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","270.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","337.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","363.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","421.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","417.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","621.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","454.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","529.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","667.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","593.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","551.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","603.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","709.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","498.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","882.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","719.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","498.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","544.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","526.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","458.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","427.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","382.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","389.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","420.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","443.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","451.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","341.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","472.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","388.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","381.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","359.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","288.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","283.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","313.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","293.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","280.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","356.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","309.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","267.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","222.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","300.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","288.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","265.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","233.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","245.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","195.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","215.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","234.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","238.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","199.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","253.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","233.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","261.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","404.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","366.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","428.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","419.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","532.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","682.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","944.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","470.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","680.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","536.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","787.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","681.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","511.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","534.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","785.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","471.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","499.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","417.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","436.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","400.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","329.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","371.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","438.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","373.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","286.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","255.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","433.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","383.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","334.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","224.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","249.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","266.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","205.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","232.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","174.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","339.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","264.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","205.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","181.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","227.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","199.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","177.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","168.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","182.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","165.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","175.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","180.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","171.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","177.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","194.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","236.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","253.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","271.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","334.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","368.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","393.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","406.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","494.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","512.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","452.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","771.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","697.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","555.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","587.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","558.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","632.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","904.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","674.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","556.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","548.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","615.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","491.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","429.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","528.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","491.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","445.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","417.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","430.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","543.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","609.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","783.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","402.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","337.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","369.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","383.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","403.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","352.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","441.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","390.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","406.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","320.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","302.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","412.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","389.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","337.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","341.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","355.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","305.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","378.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","365.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","360.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","412.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","400.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","363.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","538.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","499.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","483.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","650.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","849.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","917.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","686.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","689.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","828.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","856.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","753.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","728.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","757.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","738.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","990.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","816.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","687.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","714.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","743.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","617.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","544.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","615.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","550.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","471.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","681.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","554.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","548.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","647.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","457.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","389.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","469.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","467.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","377.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","342.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","401.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","456.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","365.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","356.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","327.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","335.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","425.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","350.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","262.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","318.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","304.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","291.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","327.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","323.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","290.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","329.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","343.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","311.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","394.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","508.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","463.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","475.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","617.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","1038.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","638.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","637.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","723.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","663.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","712.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","644.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","786.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","576.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","1076.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","770.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","550.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","582.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","631.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","601.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","399.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","480.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","590.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","467.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","416.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","378.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","411.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","621.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","426.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","365.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","325.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","315.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","333.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","362.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","420.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","401.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","290.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","299.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","274.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","287.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","370.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","285.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","269.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","255.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","275.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","259.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","257.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","280.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","321.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","312.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","326.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","327.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","289.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","471.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","432.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","448.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","514.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","647.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","489.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","532.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","622.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","807.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","580.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","480.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","648.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","562.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","953.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","1002.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","466.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","431.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","462.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","441.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","448.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","341.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","348.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","312.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","443.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","391.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","313.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","573.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","401.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","408.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","380.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","278.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","444.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","342.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","294.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","385.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","305.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","246.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","272.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","232.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","300.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","230.0","","","","","","","","","","","",""
