"Report date","Week #","Week ","SC","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33278.0","5.0","33271.0","12659.0","","Week 57","","","18380.0","","","57.0","","","482865.0",""
"33285.0","6.0","33278.0","9577.0","","Week 58","","","10611.0","","","58.0","","","493476.0",""
"33292.0","7.0","33285.0","10077.0","","Week 59","","","12698.0","","","59.0","","","506174.0",""
"33299.0","8.0","33292.0","10485.0","","Week 60","","","11639.0","","","60.0","","","517813.0",""
"33306.0","9.0","33299.0","10868.0","","Week 61","","","11136.0","","","61.0","","","528949.0",""
"33313.0","10.0","33306.0","7778.0","","Week 62","","","9374.0","","","62.0","","","538323.0",""
"33320.0","11.0","33313.0","9184.0","","Week 63","","","12304.0","","","63.0","","","550627.0",""
"33327.0","12.0","33320.0","7491.0","","Week 64","","","11546.0","","","64.0","","","562173.0",""
"33334.0","13.0","33327.0","10685.0","","Week 65","","","9947.0","","","65.0","","","572120.0",""
"33341.0","14.0","33334.0","9108.0","","Week 66","","","10229.0","","","66.0","","","582349.0",""
"33348.0","15.0","33341.0","8016.0","","Week 67","","","11109.0","","","67.0","","","593458.0",""
"33355.0","16.0","33348.0","5292.0","","Week 68","","","10412.0","","","68.0","","","603870.0",""
"33362.0","17.0","33355.0","6516.0","","Week 69","","","11028.0","","","69.0","","","614898.0",""
"33369.0","18.0","33362.0","7272.0","","Week 70","","","13848.0","","","70.0","","","628746.0",""
"33376.0","19.0","33369.0","7143.0","","Week 71","","","10172.0","","","71.0","","","638918.0",""
"33383.0","20.0","33376.0","6831.0","","Week 72","","","8902.0","","","72.0","","","647820.0",""
"33390.0","21.0","33383.0","5595.0","","Week 73","","","9041.0","","","73.0","","","656861.0",""
"33397.0","22.0","33390.0","7484.0","","Week 74","","","8080.0","","","74.0","","","664941.0",""
"33404.0","23.0","33397.0","6363.0","","Week 75","","","9872.0","","","75.0","","","674813.0",""
"33411.0","24.0","33404.0","6197.0","","Week 76","","","8622.0","","","76.0","","","683435.0",""
"33418.0","25.0","33411.0","5414.0","","Week 77","","","11848.0","","","77.0","","","695283.0",""
"33425.0","26.0","33418.0","5841.0","","Week 78","","","8625.0","","","78.0","","","703908.0",""
"33432.0","27.0","33425.0","15238.0","","Week 79","","","8966.0","","","79.0","","","712874.0",""
"33439.0","28.0","33432.0","10405.0","","Week 80","","","9533.0","","","80.0","","","722407.0",""
"33446.0","29.0","33439.0","6568.0","","Week 81","","","10051.0","","","81.0","","","732458.0",""
"33453.0","30.0","33446.0","6332.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","7292.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","7081.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","6041.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","5336.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","4998.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","6565.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","5415.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","5304.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","5489.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","5834.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","6088.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","5329.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","6520.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","6602.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","5637.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","6487.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","4104.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","9157.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","8260.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","6348.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","5496.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","20997.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","24308.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","15270.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","10594.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","9256.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","8496.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","7030.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","6732.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","6778.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","7137.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","5598.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","6757.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","5599.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","5926.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","5467.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","5466.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","6048.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","5345.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","5657.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","5925.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","5386.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","4836.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","5895.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","5885.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","5742.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","5396.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","5689.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","10035.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","11109.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","8272.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","7892.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","5342.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","6148.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","5842.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","6215.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","6139.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","6237.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","6106.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","6774.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","5516.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","6397.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","6146.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","5964.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","6858.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","6078.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","6336.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","7497.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","3397.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","10734.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","8199.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","6651.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","4453.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","14706.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","22469.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","17026.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","10109.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","7429.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","6636.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","6154.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","5661.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","5177.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","7398.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","5920.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","5973.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","6529.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","5239.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","5017.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","5309.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","4971.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","4839.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","4416.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","4454.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","4803.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","4785.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","4688.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","5720.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","4924.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","4723.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","4880.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","9052.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","12233.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","9446.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","5928.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","5193.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","5419.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","6296.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","4954.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","5100.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","4183.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","5380.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","5461.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","4418.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","6490.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","5131.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","6396.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","5412.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","8610.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","5331.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","6224.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","3153.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","11347.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","6765.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","5398.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","4467.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","7766.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","23470.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","15616.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","7480.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","7529.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","6608.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","5853.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","5813.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","4233.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","5867.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","5912.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","5254.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","4810.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","4191.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","6660.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","8913.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","4837.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","4053.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","5187.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","4528.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","4899.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","4243.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","4363.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","5273.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","4923.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","3908.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","4121.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","6025.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","16769.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","6638.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","4770.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","4623.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","4604.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","4308.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","4197.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","4665.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","3273.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","6076.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","3779.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","3561.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","4598.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","3744.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","4874.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","4075.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","4945.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","3360.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","5195.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","2753.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","6349.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","5717.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","4717.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","3607.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","7810.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","19795.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","14611.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","8253.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","4810.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","5702.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","5030.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","4938.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","6178.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","5345.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","5396.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","4901.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","3852.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","4239.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","5546.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","4041.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","3835.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","4602.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","4107.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","4502.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","4400.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","4763.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","4947.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","7373.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","6755.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","4825.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","5424.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","5490.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","20179.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","12154.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","5626.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","4752.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","5091.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","4928.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","4983.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","4698.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","5277.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","8081.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","5172.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","4049.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","5312.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","5171.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","4596.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","5021.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","7237.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","5366.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","6348.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","3359.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","10002.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","8056.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","5980.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","4515.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","9952.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","24799.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","17433.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","12862.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","8640.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","8682.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","9003.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","6543.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","5615.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","5591.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","7140.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","5292.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","5027.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","5684.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","6261.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","5800.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","8502.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","4277.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","4219.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","4160.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","4312.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","4008.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","5059.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","6311.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","5116.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","4364.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","4442.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","6156.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","13328.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","8065.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","5370.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","6223.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","5226.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","4896.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","4659.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","4593.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","3350.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","6665.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","5774.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","4676.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","4744.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","5775.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","4836.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","4388.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","5578.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","4585.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","5323.0","","","","","","","","","","","",""
