"Report date","Week #","Week ","CT","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"42679.0","44.0","42672.0","3221.0","","","","","","","","","","","",""
"42686.0","45.0","42679.0","2580.0","","","","","","","","","","","",""
"42693.0","46.0","42686.0","3972.0","","","","","","","","","","","",""
"42700.0","47.0","42693.0","2936.0","","","","","","","","","","","",""
"42707.0","48.0","42700.0","4520.0","","","","","","","","","","","",""
"42714.0","49.0","42707.0","4069.0","","","","","","","","","","","",""
"42721.0","50.0","42714.0","4635.0","","","","","","","","","","","",""
"42728.0","51.0","42721.0","5062.0","","","","","","","","","","","",""
"42735.0","52.0","42728.0","8366.0","","","","","","","","","","","",""
"42742.0","53.0","42735.0","6625.0","","","","","","","","","","","",""
"42749.0","1.0","42742.0","6732.0","","","","","","","","","","","",""
"42756.0","2.0","42749.0","5311.0","","","","","","","","","","","",""
"42763.0","3.0","42756.0","5373.0","","","","","","","","","","","",""
"42770.0","4.0","42763.0","3880.0","","","","","","","","","","","",""
"42777.0","5.0","42770.0","3120.0","","","","","","","","","","","",""
"42784.0","6.0","42777.0","3690.0","","","","","","","","","","","",""
"42791.0","7.0","42784.0","3160.0","","","","","","","","","","","",""
"42798.0","8.0","42791.0","3618.0","","","","","","","","","","","",""
"42805.0","9.0","42798.0","3715.0","","","","","","","","","","","",""
"42812.0","10.0","42805.0","3222.0","","","","","","","","","","","",""
"42819.0","11.0","42812.0","4198.0","","","","","","","","","","","",""
"42826.0","12.0","42819.0","3014.0","","","","","","","","","","","",""
"42833.0","13.0","42826.0","3386.0","","","","","","","","","","","",""
"42840.0","14.0","42833.0","4378.0","","","","","","","","","","","",""
"42847.0","15.0","42840.0","4011.0","","","","","","","","","","","",""
"42854.0","16.0","42847.0","3214.0","","","","","","","","","","","",""
"42861.0","17.0","42854.0","2968.0","","","","","","","","","","","",""
"42868.0","18.0","42861.0","3881.0","","","","","","","","","","","",""
"42875.0","19.0","42868.0","3102.0","","","","","","","","","","","",""
"42882.0","20.0","42875.0","2996.0","","","","","","","","","","","",""
"42889.0","21.0","42882.0","2601.0","","","","","","","","","","","",""
"42896.0","22.0","42889.0","2764.0","","","","","","","","","","","",""
"42903.0","23.0","42896.0","3517.0","","","","","","","","","","","",""
"42910.0","24.0","42903.0","5835.0","","","","","","","","","","","",""
"42917.0","25.0","42910.0","6076.0","","","","","","","","","","","",""
"42924.0","26.0","42917.0","4282.0","","","","","","","","","","","",""
"42931.0","27.0","42924.0","4052.0","","","","","","","","","","","",""
"42938.0","28.0","42931.0","3984.0","","","","","","","","","","","",""
"42945.0","29.0","42938.0","2733.0","","","","","","","","","","","",""
"42952.0","30.0","42945.0","3052.0","","","","","","","","","","","",""
"42959.0","31.0","42952.0","3058.0","","","","","","","","","","","",""
"42966.0","32.0","42959.0","3180.0","","","","","","","","","","","",""
"42973.0","33.0","42966.0","2899.0","","","","","","","","","","","",""
"42980.0","34.0","42973.0","2790.0","","","","","","","","","","","",""
"42987.0","35.0","42980.0","2580.0","","","","","","","","","","","",""
"42994.0","36.0","42987.0","2665.0","","","","","","","","","","","",""
"43001.0","37.0","42994.0","2753.0","","","","","","","","","","","",""
"43008.0","38.0","43001.0","2754.0","","","","","","","","","","","",""
"43015.0","39.0","43008.0","2902.0","","","","","","","","","","","",""
"43022.0","40.0","43015.0","2086.0","","","","","","","","","","","",""
"43029.0","41.0","43022.0","2934.0","","","","","","","","","","","",""
"43036.0","42.0","43029.0","2795.0","","","","","","","","","","","",""
"43043.0","43.0","43036.0","2756.0","","","","","","","","","","","",""
"43050.0","44.0","43043.0","2713.0","","","","","","","","","","","",""
"43057.0","45.0","43050.0","3796.0","","","","","","","","","","","",""
"43064.0","46.0","43057.0","2501.0","","","","","","","","","","","",""
"43071.0","47.0","43064.0","4549.0","","","","","","","","","","","",""
"43078.0","48.0","43071.0","4149.0","","","","","","","","","","","",""
"43085.0","49.0","43078.0","4109.0","","","","","","","","","","","",""
"43092.0","50.0","43085.0","6274.0","","","","","","","","","","","",""
"43099.0","51.0","43092.0","4906.0","","","","","","","","","","","",""
"43106.0","52.0","43099.0","5389.0","","","","","","","","","","","",""
"43113.0","1.0","43106.0","7049.0","","","","","","","","","","","",""
"43120.0","2.0","43113.0","4257.0","","","","","","","","","","","",""
"43127.0","3.0","43120.0","5265.0","","","","","","","","","","","",""
"43134.0","4.0","43127.0","3754.0","","","","","","","","","","","",""
"43141.0","5.0","43134.0","3793.0","","","","","","","","","","","",""
"43148.0","6.0","43141.0","3378.0","","","","","","","","","","","",""
"43155.0","7.0","43148.0","3642.0","","","","","","","","","","","",""
"43162.0","8.0","43155.0","4018.0","","","","","","","","","","","",""
"43169.0","9.0","43162.0","3406.0","","","","","","","","","","","",""
"43176.0","10.0","43169.0","3946.0","","","","","","","","","","","",""
"43183.0","11.0","43176.0","3172.0","","","","","","","","","","","",""
"43190.0","12.0","43183.0","2167.0","","","","","","","","","","","",""
"43197.0","13.0","43190.0","2580.0","","","","","","","","","","","",""
"43204.0","14.0","43197.0","4848.0","","","","","","","","","","","",""
"43211.0","15.0","43204.0","4352.0","","","","","","","","","","","",""
"43218.0","16.0","43211.0","3243.0","","","","","","","","","","","",""
"43225.0","17.0","43218.0","2473.0","","","","","","","","","","","",""
"43232.0","18.0","43225.0","2535.0","","","","","","","","","","","",""
"43239.0","19.0","43232.0","2690.0","","","","","","","","","","","",""
"43246.0","20.0","43239.0","2483.0","","","","","","","","","","","",""
"43253.0","21.0","43246.0","2277.0","","","","","","","","","","","",""
"43260.0","22.0","43253.0","2629.0","","","","","","","","","","","",""
"43267.0","23.0","43260.0","2387.0","","","","","","","","","","","",""
"43274.0","24.0","43267.0","3738.0","","","","","","","","","","","",""
"43281.0","25.0","43274.0","6380.0","","","","","","","","","","","",""
"43288.0","26.0","43281.0","4369.0","","","","","","","","","","","",""
"43295.0","27.0","43288.0","4135.0","","","","","","","","","","","",""
"43302.0","28.0","43295.0","2592.0","","","","","","","","","","","",""
"43309.0","29.0","43302.0","2553.0","","","","","","","","","","","",""
"43316.0","30.0","43309.0","2543.0","","","","","","","","","","","",""
"43323.0","31.0","43316.0","2802.0","","","","","","","","","","","",""
"43330.0","32.0","43323.0","2720.0","","","","","","","","","","","",""
"43337.0","33.0","43330.0","2547.0","","","","","","","","","","","",""
"43344.0","34.0","43337.0","2214.0","","","","","","","","","","","",""
"43351.0","35.0","43344.0","2158.0","","","","","","","","","","","",""
"43358.0","36.0","43351.0","2266.0","","","","","","","","","","","",""
"43365.0","37.0","43358.0","2120.0","","","","","","","","","","","",""
"43372.0","38.0","43365.0","1986.0","","","","","","","","","","","",""
"43379.0","39.0","43372.0","2157.0","","","","","","","","","","","",""
"43386.0","40.0","43379.0","2238.0","","","","","","","","","","","",""
"43393.0","41.0","43386.0","2442.0","","","","","","","","","","","",""
"43400.0","42.0","43393.0","2350.0","","","","","","","","","","","",""
"43407.0","43.0","43400.0","2601.0","","","","","","","","","","","",""
"43414.0","44.0","43407.0","2814.0","","","","","","","","","","","",""
"43421.0","45.0","43414.0","2750.0","","","","","","","","","","","",""
"43428.0","46.0","43421.0","3121.0","","","","","","","","","","","",""
"43435.0","47.0","43428.0","4296.0","","","","","","","","","","","",""
"43442.0","48.0","43435.0","3356.0","","","","","","","","","","","",""
"43449.0","49.0","43442.0","3649.0","","","","","","","","","","","",""
"43456.0","50.0","43449.0","5572.0","","","","","","","","","","","",""
"43463.0","51.0","43456.0","11044.0","","","","","","","","","","","",""
"43470.0","52.0","43463.0","8684.0","","","","","","","","","","","",""
"43477.0","1.0","43470.0","5598.0","","","","","","","","","","","",""
"43484.0","2.0","43477.0","3652.0","","","","","","","","","","","",""
"43491.0","3.0","43484.0","3140.0","","","","","","","","","","","",""
"43498.0","4.0","43491.0","2906.0","","","","","","","","","","","",""
"43505.0","5.0","43498.0","2918.0","","","","","","","","","","","",""
"43512.0","6.0","43505.0","2296.0","","","","","","","","","","","",""
"43519.0","7.0","43512.0","3239.0","","","","","","","","","","","",""
"43526.0","8.0","43519.0","2487.0","","","","","","","","","","","",""
"43533.0","9.0","43526.0","2703.0","","","","","","","","","","","",""
"43540.0","10.0","43533.0","2821.0","","","","","","","","","","","",""
"43547.0","11.0","43540.0","2508.0","","","","","","","","","","","",""
"43554.0","12.0","43547.0","1962.0","","","","","","","","","","","",""
"43561.0","13.0","43554.0","2329.0","","","","","","","","","","","",""
"43568.0","14.0","43561.0","3454.0","","","","","","","","","","","",""
"43575.0","15.0","43568.0","7462.0","","","","","","","","","","","",""
"43582.0","16.0","43575.0","5685.0","","","","","","","","","","","",""
"43589.0","17.0","43582.0","2477.0","","","","","","","","","","","",""
"43596.0","18.0","43589.0","2150.0","","","","","","","","","","","",""
"43603.0","19.0","43596.0","2582.0","","","","","","","","","","","",""
"43610.0","20.0","43603.0","2692.0","","","","","","","","","","","",""
"43617.0","21.0","43610.0","2124.0","","","","","","","","","","","",""
"43624.0","22.0","43617.0","2517.0","","","","","","","","","","","",""
"43631.0","23.0","43624.0","3080.0","","","","","","","","","","","",""
"43638.0","24.0","43631.0","6799.0","","","","","","","","","","","",""
"43645.0","25.0","43638.0","5107.0","","","","","","","","","","","",""
"43652.0","26.0","43645.0","3551.0","","","","","","","","","","","",""
"43659.0","27.0","43652.0","3255.0","","","","","","","","","","","",""
"43666.0","28.0","43659.0","2603.0","","","","","","","","","","","",""
"43673.0","29.0","43666.0","2189.0","","","","","","","","","","","",""
"43680.0","30.0","43673.0","2662.0","","","","","","","","","","","",""
"43687.0","31.0","43680.0","3063.0","","","","","","","","","","","",""
"43694.0","32.0","43687.0","2712.0","","","","","","","","","","","",""
"43701.0","33.0","43694.0","2523.0","","","","","","","","","","","",""
"43708.0","34.0","43701.0","2206.0","","","","","","","","","","","",""
"43715.0","35.0","43708.0","2147.0","","","","","","","","","","","",""
"43722.0","36.0","43715.0","2497.0","","","","","","","","","","","",""
"43729.0","37.0","43722.0","2248.0","","","","","","","","","","","",""
"43736.0","38.0","43729.0","2030.0","","","","","","","","","","","",""
"43743.0","39.0","43736.0","2308.0","","","","","","","","","","","",""
"43750.0","40.0","43743.0","2531.0","","","","","","","","","","","",""
"43757.0","41.0","43750.0","2237.0","","","","","","","","","","","",""
"43764.0","42.0","43757.0","2285.0","","","","","","","","","","","",""
"43771.0","43.0","43764.0","2524.0","","","","","","","","","","","",""
"43778.0","44.0","43771.0","2859.0","","","","","","","","","","","",""
"43785.0","45.0","43778.0","2630.0","","","","","","","","","","","",""
"43792.0","46.0","43785.0","3152.0","","","","","","","","","","","",""
"43799.0","47.0","43792.0","3469.0","","","","","","","","","","","",""
"43806.0","48.0","43799.0","4291.0","","","","","","","","","","","",""
"43813.0","49.0","43806.0","4343.0","","","","","","","","","","","",""
"43820.0","50.0","43813.0","5058.0","","","","","","","","","","","",""
"43827.0","51.0","43820.0","4684.0","","","","","","","","","","","",""
"43834.0","52.0","43827.0","7852.0","","","","","","","","","","","",""
"43841.0","1.0","43834.0","5986.0","","","","","","","","","","","",""
"43848.0","2.0","43841.0","3776.0","","","","","","","","","","","",""
"43855.0","3.0","43848.0","2949.0","","","","","","","","","","","",""
"43862.0","4.0","43855.0","2994.0","","","","","","","","","","","",""
"43869.0","5.0","43862.0","2944.0","","","","","","","","","","","",""
"43876.0","6.0","43869.0","2520.0","","","","","","","","","","","",""
"43883.0","7.0","43876.0","2435.0","","","","","","","","","","","",""
"43890.0","8.0","43883.0","2843.0","","","","","","","","","","","",""
"43897.0","9.0","43890.0","2527.0","","","","","","","","","","","",""
"43904.0","10.0","43897.0","3440.0","","","","","","","","","","","",""
"43911.0","11.0","43904.0","25100.0","","","","","","","","","","","",""
"43918.0","12.0","43911.0","33227.0","","","","","","","","","","","",""
"43925.0","13.0","43918.0","33464.0","","","","","","","","","","","",""
"43932.0","14.0","43925.0","34050.0","","","","","","","","","","","",""
"43939.0","15.0","43932.0","102808.0","","","","","","","","","","","",""
"43946.0","16.0","43939.0","33041.0","","","","","","","","","","","",""
"43953.0","17.0","43946.0","36138.0","","","","","","","","","","","",""
"43960.0","18.0","43953.0","30046.0","","","","","","","","","","","",""
"43967.0","19.0","43960.0","25960.0","","","","","","","","","","","",""
"43974.0","20.0","43967.0","16603.0","","","","","","","","","","","",""
"43981.0","21.0","43974.0","14208.0","","","","","","","","","","","",""
"43988.0","22.0","43981.0","15366.0","","","","","","","","","","","",""
"43995.0","23.0","43988.0","11852.0","","","","","","","","","","","",""
"44002.0","24.0","43995.0","10411.0","","","","","","","","","","","",""
"44009.0","25.0","44002.0","10133.0","","","","","","","","","","","",""
"44016.0","26.0","44009.0","12267.0","","","","","","","","","","","",""
"44023.0","27.0","44016.0","9955.0","","","","","","","","","","","",""
"44030.0","28.0","44023.0","11667.0","","","","","","","","","","","",""
"44037.0","29.0","44030.0","11181.0","","","","","","","","","","","",""
"44044.0","30.0","44037.0","10537.0","","","","","","","","","","","",""
"44051.0","31.0","44044.0","7431.0","","","","","","","","","","","",""
"44058.0","32.0","44051.0","9432.0","","","","","","","","","","","",""
"44065.0","33.0","44058.0","6269.0","","","","","","","","","","","",""
"44072.0","34.0","44065.0","5404.0","","","","","","","","","","","",""
"44079.0","35.0","44072.0","4741.0","","","","","","","","","","","",""
"44086.0","36.0","44079.0","5175.0","","","","","","","","","","","",""
"44093.0","37.0","44086.0","5141.0","","","","","","","","","","","",""
"44100.0","38.0","44093.0","5015.0","","","","","","","","","","","",""
"44107.0","39.0","44100.0","4617.0","","","","","","","","","","","",""
"44114.0","40.0","44107.0","4734.0","","","","","","","","","","","",""
"44121.0","41.0","44114.0","4395.0","","","","","","","","","","","",""
"44128.0","42.0","44121.0","6016.0","","","","","","","","","","","",""
"44135.0","43.0","44128.0","4878.0","","","","","","","","","","","",""
"44142.0","44.0","44135.0","5126.0","","","","","","","","","","","",""
"44149.0","45.0","44142.0","5584.0","","","","","","","","","","","",""
"44156.0","46.0","44149.0","6641.0","","","","","","","","","","","",""
"44163.0","47.0","44156.0","5949.0","","","","","","","","","","","",""
"44170.0","48.0","44163.0","7796.0","","","","","","","","","","","",""
"44177.0","49.0","44170.0","8383.0","","","","","","","","","","","",""
"44184.0","50.0","44177.0","7588.0","","","","","","","","","","","",""
"44191.0","51.0","44184.0","8748.0","","","","","","","","","","","",""
"44198.0","52.0","44191.0","9342.0","","","","","","","","","","","",""
