"Report date","Week #","Week ","AR","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35434.0","52.0","35427.0","11682.0","","","","","","","","","","","",""
"35441.0","1.0","35434.0","8527.0","","","","","","","","","","","",""
"35448.0","2.0","35441.0","7446.0","","","","","","","","","","","",""
"35455.0","3.0","35448.0","4593.0","","","","","","","","","","","",""
"35462.0","4.0","35455.0","4269.0","","","","","","","","","","","",""
"35469.0","5.0","35462.0","3540.0","","","","","","","","","","","",""
"35476.0","6.0","35469.0","3530.0","","","","","","","","","","","",""
"35483.0","7.0","35476.0","2017.0","","","","","","","","","","","",""
"35490.0","8.0","35483.0","3711.0","","","","","","","","","","","",""
"35497.0","9.0","35490.0","2410.0","","","","","","","","","","","",""
"35504.0","10.0","35497.0","3938.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","3576.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","3659.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","4396.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","3316.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","3405.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","3304.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","3771.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","3082.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","3281.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","4264.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","3820.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","3573.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","3204.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","3331.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","3469.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","6752.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","3862.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","3500.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","3403.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","3925.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","3667.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","2966.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","4203.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","3003.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","3105.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","2852.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","3276.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","3149.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","3921.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","3609.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","2802.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","3103.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","4377.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","3918.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","5259.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","4871.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","5054.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","6430.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","3813.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","3720.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","4973.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","6741.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","9951.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","6577.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","3382.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","3522.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","2555.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","3077.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","3575.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","3129.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","2417.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","3102.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","2891.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","2355.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","3600.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","2319.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","2362.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","2169.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","2893.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","2187.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","2155.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","2385.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","3487.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","2133.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","2823.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","3002.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","3619.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","6282.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","4986.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","3018.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","2690.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","3073.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","4355.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","3073.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","2558.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","2323.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","2579.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","2992.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","3230.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","3117.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","3265.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","5103.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","3581.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","3096.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","4016.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","3734.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","3687.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","4628.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","4411.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","5906.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","5080.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","4145.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","6707.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","9477.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","10912.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","5156.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","3012.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","3610.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","3334.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","2721.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","2411.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","3351.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","2566.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","3036.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","2830.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","2933.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","3153.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","4306.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","3177.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","2801.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","3308.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","2441.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","2554.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","3618.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","4030.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","3036.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","3047.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","2920.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","3091.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","3635.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","5638.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","3535.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","2943.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","2800.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","3842.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","2448.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","2377.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","2409.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","3371.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","1871.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","2384.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","2450.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","3162.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","3922.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","2734.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","2517.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","4146.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","3930.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","2656.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","3571.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","5230.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","6269.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","3837.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","4006.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","5621.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","7181.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","8139.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","3602.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","2755.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","2386.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","5060.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","2306.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","2451.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","2344.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","2319.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","2898.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","2371.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","2754.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","2327.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","3837.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","2903.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","2251.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","2711.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","2669.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","2646.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","3313.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","3703.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","3281.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","3013.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","3292.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","3434.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","3387.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","6948.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","3372.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","3235.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","2663.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","3534.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","3346.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","3229.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","3251.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","4045.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","2878.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","2571.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","2366.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","2451.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","4263.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","2892.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","2944.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","3155.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","3709.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","4720.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","5425.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","6007.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","5279.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","3904.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","4874.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","8626.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","6654.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","10972.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","7477.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","5683.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","5516.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","4614.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","4166.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","5075.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","4516.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","4497.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","4106.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","3965.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","4103.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","3533.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","5047.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","4910.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","3507.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","3437.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","3606.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","4206.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","4471.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","4847.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","4310.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","4488.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","4276.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","4284.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","5122.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","9492.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","5500.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","3745.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","3626.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","3968.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","3409.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","3263.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","3071.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","4705.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","4641.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","3791.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","3871.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","4266.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","7413.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","5509.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","4450.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","4578.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","5369.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","5495.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","4449.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","8409.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","10027.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","7047.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","5277.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","9396.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","13089.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","10632.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","8858.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","4939.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","4186.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","5229.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","4386.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","3889.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","3255.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","4131.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","3703.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","4046.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","4185.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","4562.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","6338.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","4123.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","3685.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","3809.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","3751.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","3482.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","3676.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","4137.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","4010.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","4054.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","3278.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","3277.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","3085.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","8875.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","4582.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","3442.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","3148.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","3633.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","3301.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","3232.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","2974.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","4033.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","3135.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","3128.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","2473.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","4237.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","6294.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","4565.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","4005.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","3781.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","5182.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","5013.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","4578.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","5082.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","8357.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","9122.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","5440.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","6583.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","14033.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","9510.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","8553.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","5284.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","4809.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","4248.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","3837.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","4661.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","4279.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","5256.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","5648.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","3760.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","3794.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","4483.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","5942.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","3957.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","4406.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","4511.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","3895.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","3710.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","3962.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","4650.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","3619.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","4563.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","3696.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","3784.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","4193.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","8265.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","5281.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","3455.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","3177.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","3132.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","3077.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","2686.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","2711.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","3353.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","2657.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","2634.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","2461.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","2553.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","5700.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","3601.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","2875.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","3033.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","3831.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","4047.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","3310.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","5624.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","5033.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","4577.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","3403.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","4099.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","7478.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","6028.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","6378.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","3501.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","2906.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","3039.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","3122.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","2114.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","2578.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","3118.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","3323.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","3311.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","2684.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","2533.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","2686.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","4886.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","3299.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","2995.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","2839.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","3072.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","3710.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","3749.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","3560.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","3122.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","3098.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","2824.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","3089.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","5030.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","6185.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","3573.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","2740.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","2834.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","2988.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","2561.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","2741.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","2593.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","2831.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","2491.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","2362.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","2339.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","2453.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","4960.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","4380.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","3559.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","4219.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","4799.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","3189.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","4378.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","5264.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","7050.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","4591.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","4334.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","4762.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","7314.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","7373.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","5044.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","3446.0","","","","","","","","","","","",""
