"Report date","Week #","Week ","PA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"32998.0","17.0","32991.0","18945.0","","Week 17","25131.0","25591.0","22841.0","44798.0","","17.0","341650.0","382216.0","471899.0","1869877.0"
"33005.0","18.0","32998.0","17780.0","","Week 18","23981.0","19257.0","20197.0","37986.0","","18.0","365631.0","401473.0","492096.0","1907863.0"
"33012.0","19.0","33005.0","18014.0","","Week 19","27863.0","18226.0","18600.0","35808.0","","19.0","393494.0","419699.0","510696.0","1943671.0"
"33019.0","20.0","33012.0","18552.0","","Week 20","30951.0","19236.0","21316.0","29371.0","","20.0","424445.0","438935.0","532012.0","1973042.0"
"33026.0","21.0","33019.0","17829.0","","Week 21","32032.0","19197.0","20167.0","27094.0","","21.0","456477.0","458132.0","552179.0","2000136.0"
"33033.0","22.0","33026.0","21532.0","","Week 22","27771.0","18134.0","21862.0","25584.0","","22.0","484248.0","476266.0","574041.0","2025720.0"
"33040.0","23.0","33033.0","20220.0","","Week 23","35120.0","17465.0","20742.0","27510.0","","23.0","519368.0","493731.0","594783.0","2053230.0"
"33047.0","24.0","33040.0","19693.0","","Week 24","41790.0","18469.0","18642.0","24883.0","","24.0","561158.0","512200.0","613425.0","2078113.0"
"33054.0","25.0","33047.0","18561.0","","Week 25","40959.0","19462.0","24404.0","22626.0","","25.0","602117.0","531662.0","637829.0","2100739.0"
"33061.0","26.0","33054.0","28385.0","","Week 26","48439.0","17655.0","28688.0","21747.0","","26.0","650556.0","549317.0","666517.0","2122486.0"
"33068.0","27.0","33061.0","26150.0","","Week 27","39715.0","18395.0","25233.0","21930.0","","27.0","690271.0","567712.0","691750.0","2144416.0"
"33075.0","28.0","33068.0","20777.0","","Week 28","30219.0","21505.0","22723.0","","","28.0","720490.0","589217.0","714473.0",""
"33082.0","29.0","33075.0","18733.0","","Week 29","31362.0","24676.0","23502.0","","","29.0","751852.0","613893.0","737975.0",""
"33089.0","30.0","33082.0","18981.0","","Week 30","31731.0","23485.0","26081.0","","","30.0","783583.0","637378.0","764056.0",""
"33096.0","31.0","33089.0","18553.0","","Week 31","27605.0","22195.0","21385.0","","","31.0","811188.0","659573.0","785441.0",""
"33103.0","32.0","33096.0","16754.0","","Week 32","24729.0","22247.0","20309.0","","","32.0","835917.0","681820.0","805750.0",""
"33110.0","33.0","33103.0","19571.0","","Week 33","26400.0","25873.0","21173.0","","","33.0","862317.0","707693.0","826923.0",""
"33117.0","34.0","33110.0","19886.0","","Week 34","27329.0","25237.0","19872.0","","","34.0","889646.0","732930.0","846795.0",""
"33124.0","35.0","33117.0","19344.0","","Week 35","24142.0","22795.0","20184.0","","","35.0","913788.0","755725.0","866979.0",""
"33131.0","36.0","33124.0","18164.0","","Week 36","23858.0","24884.0","18552.0","","","36.0","937646.0","780609.0","885531.0",""
"33138.0","37.0","33131.0","17621.0","","Week 37","25401.0","41465.0","20568.0","","","37.0","963047.0","822074.0","906099.0",""
"33145.0","38.0","33138.0","17718.0","","Week 38","25995.0","","20524.0","","","38.0","989042.0","","926623.0",""
"33152.0","39.0","33145.0","20902.0","","Week 39","","","20592.0","","","39.0","","","947215.0",""
"33159.0","40.0","33152.0","22173.0","","Week 40","","","19725.0","","","40.0","","","966940.0",""
"33166.0","41.0","33159.0","21069.0","","Week 41","","","19909.0","","","41.0","","","986849.0",""
"33173.0","42.0","33166.0","22426.0","","Week 42","","","22643.0","","","42.0","","","1009492.0",""
"33180.0","43.0","33173.0","23847.0","","Week 43","","","23932.0","","","43.0","","","1033424.0",""
"33187.0","44.0","33180.0","25131.0","","Week 44","","","21605.0","","","44.0","","","1055029.0",""
"33194.0","45.0","33187.0","23981.0","","Week 45","","","27184.0","","","45.0","","","1082213.0",""
"33201.0","46.0","33194.0","27863.0","","Week 46","","","29339.0","","","46.0","","","1111552.0",""
"33208.0","47.0","33201.0","30951.0","","Week 47","","","32257.0","","","47.0","","","1143809.0",""
"33215.0","48.0","33208.0","32032.0","","Week 48","","","29627.0","","","48.0","","","1173436.0",""
"33222.0","49.0","33215.0","27771.0","","Week 49","","","34211.0","","","49.0","","","1207647.0",""
"33229.0","50.0","33222.0","35120.0","","Week 50","","","32982.0","","","50.0","","","1240629.0",""
"33236.0","51.0","33229.0","41790.0","","Week 51","","","53072.0","","","51.0","","","1293701.0",""
"33243.0","52.0","33236.0","40959.0","","Week 52","","","40634.0","","","52.0","","","1334335.0",""
"33250.0","1.0","33243.0","48439.0","","Week 53","","","40622.0","","","53.0","","","1374957.0",""
"33257.0","2.0","33250.0","39715.0","","Week 54","","","47286.0","","","54.0","","","1422243.0",""
"33264.0","3.0","33257.0","30219.0","","Week 55","","","45821.0","","","55.0","","","1468064.0",""
"33271.0","4.0","33264.0","31362.0","","Week 56","","","59669.0","","","56.0","","","1527733.0",""
"33278.0","5.0","33271.0","31731.0","","Week 57","","","49592.0","","","57.0","","","1577325.0",""
"33285.0","6.0","33278.0","27605.0","","Week 58","","","41838.0","","","58.0","","","1619163.0",""
"33292.0","7.0","33285.0","24729.0","","Week 59","","","42406.0","","","59.0","","","1661569.0",""
"33299.0","8.0","33292.0","26400.0","","Week 60","","","43920.0","","","60.0","","","1705489.0",""
"33306.0","9.0","33299.0","27329.0","","Week 61","","","37373.0","","","61.0","","","1742862.0",""
"33313.0","10.0","33306.0","24142.0","","Week 62","","","36453.0","","","62.0","","","1779315.0",""
"33320.0","11.0","33313.0","23858.0","","Week 63","","","37662.0","","","63.0","","","1816977.0",""
"33327.0","12.0","33320.0","25401.0","","Week 64","","","42364.0","","","64.0","","","1859341.0",""
"33334.0","13.0","33327.0","25995.0","","Week 65","","","38607.0","","","65.0","","","1897948.0",""
"33341.0","14.0","33334.0","26949.0","","Week 66","","","37375.0","","","66.0","","","1935323.0",""
"33348.0","15.0","33341.0","23248.0","","Week 67","","","34073.0","","","67.0","","","1969396.0",""
"33355.0","16.0","33348.0","24521.0","","Week 68","","","36267.0","","","68.0","","","2005663.0",""
"33362.0","17.0","33355.0","24511.0","","Week 69","","","43805.0","","","69.0","","","2049468.0",""
"33369.0","18.0","33362.0","23064.0","","Week 70","","","36006.0","","","70.0","","","2085474.0",""
"33376.0","19.0","33369.0","20588.0","","Week 71","","","34332.0","","","71.0","","","2119806.0",""
"33383.0","20.0","33376.0","21352.0","","Week 72","","","33657.0","","","72.0","","","2153463.0",""
"33390.0","21.0","33383.0","20345.0","","Week 73","","","36101.0","","","73.0","","","2189564.0",""
"33397.0","22.0","33390.0","24401.0","","Week 74","","","34048.0","","","74.0","","","2223612.0",""
"33404.0","23.0","33397.0","24523.0","","Week 75","","","33678.0","","","75.0","","","2257290.0",""
"33411.0","24.0","33404.0","23231.0","","Week 76","","","33211.0","","","76.0","","","2290501.0",""
"33418.0","25.0","33411.0","21920.0","","Week 77","","","40072.0","","","77.0","","","2330573.0",""
"33425.0","26.0","33418.0","28388.0","","Week 78","","","43263.0","","","78.0","","","2373836.0",""
"33432.0","27.0","33425.0","32090.0","","Week 79","","","40226.0","","","79.0","","","2414062.0",""
"33439.0","28.0","33432.0","23277.0","","Week 80","","","36277.0","","","80.0","","","2450339.0",""
"33446.0","29.0","33439.0","20733.0","","Week 81","","","36254.0","","","81.0","","","2486593.0",""
"33453.0","30.0","33446.0","21495.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","20010.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","18495.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","19352.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","19481.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","19151.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","20719.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","18963.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","20105.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","21677.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","24273.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","20890.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","22307.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","22354.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","26892.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","25461.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","27445.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","24746.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","40764.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","34390.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","29960.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","47123.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","40734.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","53504.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","40321.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","30887.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","30658.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","27945.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","25300.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","24590.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","23377.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","23868.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","23778.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","23493.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","21698.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","19007.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","30934.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","21902.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","23366.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","22411.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","22223.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","20515.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","21454.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","19853.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","23018.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","23931.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","23225.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","20273.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","21339.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","32581.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","24399.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","20796.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","19602.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","20483.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","18334.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","18665.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","17515.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","18549.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","16649.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","17719.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","17335.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","18338.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","21777.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","17141.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","18891.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","19234.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","23534.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","21736.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","21960.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","18245.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","31137.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","24164.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","26635.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","26118.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","36525.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","45468.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","31423.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","23115.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","21736.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","21745.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","19284.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","19061.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","21156.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","20667.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","18930.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","20777.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","22779.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","20384.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","23702.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","19037.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","16881.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","16207.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","16532.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","16394.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","17054.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","17251.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","17145.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","18425.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","18914.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","18442.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","20029.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","21435.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","19732.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","16165.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","15247.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","16090.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","14768.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","15279.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","14829.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","15192.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","13421.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","15205.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","15020.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","17447.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","20535.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","15584.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","17314.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","17200.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","21911.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","17904.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","21126.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","16307.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","27414.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","24425.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","22934.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","25067.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","36491.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","40041.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","40835.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","26125.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","36570.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","31412.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","20952.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","25454.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","19635.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","21502.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","24341.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","19631.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","17849.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","17778.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","24384.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","21008.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","19606.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","17254.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","21781.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","17400.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","17746.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","17243.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","16563.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","17576.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","18584.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","19886.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","20250.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","24923.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","20814.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","17008.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","16246.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","17322.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","15457.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","15215.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","14732.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","15888.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","14093.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","14667.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","14567.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","14840.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","20068.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","15005.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","16820.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","16565.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","19466.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","16102.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","21139.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","17530.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","29827.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","25705.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","23653.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","25604.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","37137.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","43522.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","36658.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","25167.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","25650.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","23618.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","27702.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","22444.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","18512.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","21104.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","20483.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","18995.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","18108.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","17496.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","25604.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","20702.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","19716.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","18326.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","21573.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","19069.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","20301.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","20013.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","18366.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","21873.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","23827.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","20419.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","20166.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","27312.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","25527.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","20210.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","17950.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","18950.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","17281.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","15796.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","16440.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","17212.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","16621.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","17269.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","16031.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","16068.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","23638.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","18103.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","19427.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","19029.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","22621.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","19824.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","32160.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","22236.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","33519.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","26989.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","28920.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","33583.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","41214.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","36082.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","40989.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","49281.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","43233.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","29018.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","27879.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","21910.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","20491.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","21647.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","21714.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","22448.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","21457.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","19136.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","21040.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","23269.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","19378.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","17457.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","19334.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","20514.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","17910.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","18120.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","17607.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","21941.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","20649.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","20365.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","19168.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","21684.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","24727.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","20587.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","17520.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","17032.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","16465.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","15492.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","14938.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","14244.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","15014.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","15855.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","15129.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","14612.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","16863.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","19741.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","15149.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","17900.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","17414.0","","","","","","","","","","","",""
