"Report date","Week #","Week ","HI","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38311.0","46.0","38304.0","1163.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","924.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","1304.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","1229.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","1068.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","935.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","1514.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","1909.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","1381.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","1225.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","1277.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","1250.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","1842.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","969.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","911.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","1099.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","1071.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","1070.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","820.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","1264.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","1458.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","1120.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","991.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","978.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","1092.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","966.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","950.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","905.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","1006.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","942.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","1300.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","1050.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","967.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","1019.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","977.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","880.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","886.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","958.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","901.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","748.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","1008.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","976.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","862.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","945.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","879.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","763.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","1097.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","959.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","1078.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","854.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","983.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","826.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","988.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","763.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","1297.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","959.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","825.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","930.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","885.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","1302.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","1142.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","1001.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","1102.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","1257.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","986.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","905.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","939.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","1318.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","1183.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","1176.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","1370.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","1662.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","1849.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","1112.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","966.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","975.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","984.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","988.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","1068.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","977.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","1061.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","1127.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","962.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","1122.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","985.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","1088.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","1036.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","857.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","924.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","1044.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","970.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","735.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","965.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","877.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","920.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","1033.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","889.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","898.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","1241.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","1058.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","1226.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","1039.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","1124.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","954.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","1204.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","856.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","1061.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","1005.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","963.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","1001.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","1048.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","1322.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","1487.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","1074.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","1243.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","1108.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","1153.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","970.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","884.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","1112.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","997.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","1033.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","1230.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","1011.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","1109.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","1038.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","959.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","1031.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","1026.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","1064.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","1096.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","989.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","864.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","1125.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","1071.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","1153.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","997.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","1209.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","1237.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","1043.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","1041.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","1110.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","1053.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","870.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","1126.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","1021.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","1004.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","1169.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","895.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","952.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","1189.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","1269.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","1231.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","1063.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","1059.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","1141.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","1006.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","924.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","1377.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","1659.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","1869.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","1179.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","984.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","1285.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","1912.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","1410.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","1264.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","1363.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","1596.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","1469.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","1136.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","1338.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","1370.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","1227.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","1042.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","1363.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","2647.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","1782.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","1546.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","1483.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","1706.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","1451.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","1428.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","1460.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","1438.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","1923.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","1383.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","1841.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","1546.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","1315.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","1672.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","1819.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","1607.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","1765.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","1640.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","1416.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","1719.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","1802.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","1888.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","2122.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","1926.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","2006.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","2092.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","2092.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","2052.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","2128.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","2135.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","2185.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","2067.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","2382.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","2065.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","2809.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","2545.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","2624.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","2145.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","2225.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","3211.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","2497.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","2442.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","2595.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","2687.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","2441.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","2053.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","2391.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","2648.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","2548.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","2793.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","2239.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","2536.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","2389.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","2720.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","2496.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","2617.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","2585.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","2707.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","2389.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","2337.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","3006.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","2490.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","2807.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","2555.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","2212.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","2857.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","2466.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","2555.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","2517.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","2497.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","2464.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","2310.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","2656.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","2620.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","2346.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","2550.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","2339.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","2323.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","2655.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","2573.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","2196.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","2249.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","2408.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","2686.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","2491.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","2433.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","2796.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","2168.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","2665.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","2035.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","2152.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","3358.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","2447.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","2465.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","2250.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","2404.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","2446.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","2248.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","2194.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","2059.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","2438.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","2618.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","2101.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","2317.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","2826.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","2266.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","2027.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","2113.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","2238.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","2162.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","2550.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","2457.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","2279.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","2540.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","1818.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","1792.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","2657.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","2655.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","2221.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","2064.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","2297.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","2172.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","2401.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","1830.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","2065.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","2357.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","1871.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","2123.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","1949.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","2136.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","2119.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","2193.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","2037.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","1870.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","2112.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","2089.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","1836.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","1534.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","2391.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","1967.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","1975.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","2022.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","2718.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","2875.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","2342.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","2363.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","2046.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","1985.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","2111.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","2092.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","1612.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","2104.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","2223.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","2229.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","1833.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","2100.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","2410.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","2118.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","1666.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","1873.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","2203.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","2439.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","2001.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","1894.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","1926.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","2280.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","1912.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","1770.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","2072.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","1930.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","2052.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","1787.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","1835.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","1970.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","1834.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","1656.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","1871.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","1917.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","1653.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","1851.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","1616.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","1743.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","2118.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","1944.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","1976.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","1764.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","1910.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","1818.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","2176.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","1476.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","2293.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","1723.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","1872.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","2186.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","2047.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","2566.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","2269.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","1742.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","1987.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","1918.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","2003.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","1791.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","1602.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","1803.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","1864.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","2333.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","1683.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","1576.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","2012.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","1947.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","1787.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","1645.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","1832.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","1673.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","1783.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","1826.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","1887.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","2075.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","1698.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","1766.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","1836.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","1989.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","1932.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","1660.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","1605.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","1644.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","1651.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","1375.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","1686.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","1483.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","1586.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","1720.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","1632.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","1518.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","1767.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","1889.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","1874.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","1511.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","1603.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","1536.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","1558.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","1360.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","1760.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","1710.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","1647.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","1855.0","","","","","","","","","","","",""
