"Report date","Week #","Week ","TX","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"43484.0","2.0","43477.0","17453.0","","","","","","","","","","","",""
"43491.0","3.0","43484.0","12479.0","","","","","","","","","","","",""
"43498.0","4.0","43491.0","14161.0","","","","","","","","","","","",""
"43505.0","5.0","43498.0","13526.0","","","","","","","","","","","",""
"43512.0","6.0","43505.0","12388.0","","","","","","","","","","","",""
"43519.0","7.0","43512.0","11766.0","","","","","","","","","","","",""
"43526.0","8.0","43519.0","12099.0","","","","","","","","","","","",""
"43533.0","9.0","43526.0","12760.0","","","","","","","","","","","",""
"43540.0","10.0","43533.0","11580.0","","","","","","","","","","","",""
"43547.0","11.0","43540.0","14382.0","","","","","","","","","","","",""
"43554.0","12.0","43547.0","12327.0","","","","","","","","","","","",""
"43561.0","13.0","43554.0","13093.0","","","","","","","","","","","",""
"43568.0","14.0","43561.0","13868.0","","","","","","","","","","","",""
"43575.0","15.0","43568.0","11439.0","","","","","","","","","","","",""
"43582.0","16.0","43575.0","12084.0","","","","","","","","","","","",""
"43589.0","17.0","43582.0","12748.0","","","","","","","","","","","",""
"43596.0","18.0","43589.0","12959.0","","","","","","","","","","","",""
"43603.0","19.0","43596.0","13807.0","","","","","","","","","","","",""
"43610.0","20.0","43603.0","14355.0","","","","","","","","","","","",""
"43617.0","21.0","43610.0","12773.0","","","","","","","","","","","",""
"43624.0","22.0","43617.0","15186.0","","","","","","","","","","","",""
"43631.0","23.0","43624.0","15081.0","","","","","","","","","","","",""
"43638.0","24.0","43631.0","14494.0","","","","","","","","","","","",""
"43645.0","25.0","43638.0","13655.0","","","","","","","","","","","",""
"43652.0","26.0","43645.0","11598.0","","","","","","","","","","","",""
"43659.0","27.0","43652.0","16144.0","","","","","","","","","","","",""
"43666.0","28.0","43659.0","12958.0","","","","","","","","","","","",""
"43673.0","29.0","43666.0","12265.0","","","","","","","","","","","",""
"43680.0","30.0","43673.0","12915.0","","","","","","","","","","","",""
"43687.0","31.0","43680.0","12816.0","","","","","","","","","","","",""
"43694.0","32.0","43687.0","11694.0","","","","","","","","","","","",""
"43701.0","33.0","43694.0","12619.0","","","","","","","","","","","",""
"43708.0","34.0","43701.0","13048.0","","","","","","","","","","","",""
"43715.0","35.0","43708.0","11500.0","","","","","","","","","","","",""
"43722.0","36.0","43715.0","12273.0","","","","","","","","","","","",""
"43729.0","37.0","43722.0","12440.0","","","","","","","","","","","",""
"43736.0","38.0","43729.0","12691.0","","","","","","","","","","","",""
"43743.0","39.0","43736.0","14146.0","","","","","","","","","","","",""
"43750.0","40.0","43743.0","14342.0","","","","","","","","","","","",""
"43757.0","41.0","43750.0","13058.0","","","","","","","","","","","",""
"43764.0","42.0","43757.0","13183.0","","","","","","","","","","","",""
"43771.0","43.0","43764.0","13861.0","","","","","","","","","","","",""
"43778.0","44.0","43771.0","16393.0","","","","","","","","","","","",""
"43785.0","45.0","43778.0","14335.0","","","","","","","","","","","",""
"43792.0","46.0","43785.0","16139.0","","","","","","","","","","","",""
"43799.0","47.0","43792.0","10359.0","","","","","","","","","","","",""
"43806.0","48.0","43799.0","20649.0","","","","","","","","","","","",""
"43813.0","49.0","43806.0","15037.0","","","","","","","","","","","",""
"43820.0","50.0","43813.0","12589.0","","","","","","","","","","","",""
"43827.0","51.0","43820.0","8947.0","","","","","","","","","","","",""
"43834.0","52.0","43827.0","12367.0","","","","","","","","","","","",""
"43841.0","1.0","43834.0","21902.0","","","","","","","","","","","",""
"43848.0","2.0","43841.0","15783.0","","","","","","","","","","","",""
"43855.0","3.0","43848.0","13070.0","","","","","","","","","","","",""
"43862.0","4.0","43855.0","13818.0","","","","","","","","","","","",""
"43869.0","5.0","43862.0","13869.0","","","","","","","","","","","",""
"43876.0","6.0","43869.0","12790.0","","","","","","","","","","","",""
"43883.0","7.0","43876.0","12047.0","","","","","","","","","","","",""
"43890.0","8.0","43883.0","12692.0","","","","","","","","","","","",""
"43897.0","9.0","43890.0","14355.0","","","","","","","","","","","",""
"43904.0","10.0","43897.0","16176.0","","","","","","","","","","","",""
"43911.0","11.0","43904.0","155426.0","","","","","","","","","","","",""
"43918.0","12.0","43911.0","276185.0","","","","","","","","","","","",""
"43925.0","13.0","43918.0","315167.0","","","","","","","","","","","",""
"43932.0","14.0","43925.0","274257.0","","","","","","","","","","","",""
"43939.0","15.0","43932.0","280761.0","","","","","","","","","","","",""
"43946.0","16.0","43939.0","254084.0","","","","","","","","","","","",""
"43953.0","17.0","43946.0","243935.0","","","","","","","","","","","",""
"43960.0","18.0","43953.0","141553.0","","","","","","","","","","","",""
"43967.0","19.0","43960.0","134065.0","","","","","","","","","","","",""
"43974.0","20.0","43967.0","127717.0","","","","","","","","","","","",""
"43981.0","21.0","43974.0","106821.0","","","","","","","","","","","",""
