"Report date","Week #","Week ","WV","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33054.0","25.0","33047.0","1238.0","","Week 25","2117.0","1113.0","1484.0","1958.0","","25.0","46306.0","33149.0","37251.0","201233.0"
"33061.0","26.0","33054.0","1727.0","","Week 26","5224.0","1012.0","1251.0","","","26.0","51530.0","34161.0","38502.0",""
"33068.0","27.0","33061.0","1697.0","","Week 27","4993.0","1087.0","1003.0","","","27.0","56523.0","35248.0","39505.0",""
"33075.0","28.0","33068.0","1633.0","","Week 28","3169.0","1462.0","1155.0","","","28.0","59692.0","36710.0","40660.0",""
"33082.0","29.0","33075.0","1742.0","","Week 29","3207.0","1050.0","890.0","","","29.0","62899.0","37760.0","41550.0",""
"33089.0","30.0","33082.0","1513.0","","Week 30","2985.0","1580.0","1701.0","","","30.0","65884.0","39340.0","43251.0",""
"33096.0","31.0","33089.0","1474.0","","Week 31","2113.0","1390.0","1369.0","","","31.0","67997.0","40730.0","44620.0",""
"33103.0","32.0","33096.0","1451.0","","Week 32","1894.0","1328.0","2033.0","","","32.0","69891.0","42058.0","46653.0",""
"33110.0","33.0","33103.0","1839.0","","Week 33","2060.0","1591.0","1823.0","","","33.0","71951.0","43649.0","48476.0",""
"33117.0","34.0","33110.0","1378.0","","Week 34","2071.0","1728.0","1323.0","","","34.0","74022.0","45377.0","49799.0",""
"33124.0","35.0","33117.0","1401.0","","Week 35","1855.0","1619.0","1246.0","","","35.0","75877.0","46996.0","51045.0",""
"33131.0","36.0","33124.0","1427.0","","Week 36","1660.0","1268.0","1235.0","","","36.0","77537.0","48264.0","52280.0",""
"33138.0","37.0","33131.0","1311.0","","Week 37","1666.0","2825.0","1178.0","","","37.0","79203.0","51089.0","53458.0",""
"33145.0","38.0","33138.0","1262.0","","Week 38","1702.0","","1129.0","","","38.0","80905.0","","54587.0",""
"33152.0","39.0","33145.0","1252.0","","Week 39","","","1111.0","","","39.0","","","55698.0",""
"33159.0","40.0","33152.0","2035.0","","Week 40","","","963.0","","","40.0","","","56661.0",""
"33166.0","41.0","33159.0","2189.0","","Week 41","","","989.0","","","41.0","","","57650.0",""
"33173.0","42.0","33166.0","2005.0","","Week 42","","","979.0","","","42.0","","","58629.0",""
"33180.0","43.0","33173.0","1847.0","","Week 43","","","1617.0","","","43.0","","","60246.0",""
"33187.0","44.0","33180.0","2553.0","","Week 44","","","1184.0","","","44.0","","","61430.0",""
"33194.0","45.0","33187.0","2634.0","","Week 45","","","1389.0","","","45.0","","","62819.0",""
"33201.0","46.0","33194.0","1502.0","","Week 46","","","1534.0","","","46.0","","","64353.0",""
"33208.0","47.0","33201.0","2302.0","","Week 47","","","1532.0","","","47.0","","","65885.0",""
"33215.0","48.0","33208.0","2733.0","","Week 48","","","1775.0","","","48.0","","","67660.0",""
"33222.0","49.0","33215.0","2706.0","","Week 49","","","2061.0","","","49.0","","","69721.0",""
"33229.0","50.0","33222.0","2461.0","","Week 50","","","1749.0","","","50.0","","","71470.0",""
"33236.0","51.0","33229.0","1539.0","","Week 51","","","3852.0","","","51.0","","","75322.0",""
"33243.0","52.0","33236.0","2117.0","","Week 52","","","3797.0","","","52.0","","","79119.0",""
"33250.0","1.0","33243.0","5224.0","","Week 53","","","3307.0","","","53.0","","","82426.0",""
"33257.0","2.0","33250.0","4993.0","","Week 54","","","1822.0","","","54.0","","","84248.0",""
"33264.0","3.0","33257.0","3169.0","","Week 55","","","2182.0","","","55.0","","","86430.0",""
"33271.0","4.0","33264.0","3207.0","","Week 56","","","4368.0","","","56.0","","","90798.0",""
"33278.0","5.0","33271.0","2985.0","","Week 57","","","3857.0","","","57.0","","","94655.0",""
"33285.0","6.0","33278.0","2113.0","","Week 58","","","3076.0","","","58.0","","","97731.0",""
"33292.0","7.0","33285.0","1894.0","","Week 59","","","2977.0","","","59.0","","","100708.0",""
"33299.0","8.0","33292.0","2060.0","","Week 60","","","2841.0","","","60.0","","","103549.0",""
"33306.0","9.0","33299.0","2071.0","","Week 61","","","2547.0","","","61.0","","","106096.0",""
"33313.0","10.0","33306.0","1855.0","","Week 62","","","2327.0","","","62.0","","","108423.0",""
"33320.0","11.0","33313.0","1660.0","","Week 63","","","2469.0","","","63.0","","","110892.0",""
"33327.0","12.0","33320.0","1666.0","","Week 64","","","2060.0","","","64.0","","","112952.0",""
"33334.0","13.0","33327.0","1702.0","","Week 65","","","2126.0","","","65.0","","","115078.0",""
"33341.0","14.0","33334.0","2423.0","","Week 66","","","1720.0","","","66.0","","","116798.0",""
"33348.0","15.0","33341.0","2050.0","","Week 67","","","1700.0","","","67.0","","","118498.0",""
"33355.0","16.0","33348.0","2053.0","","Week 68","","","1756.0","","","68.0","","","120254.0",""
"33362.0","17.0","33355.0","1746.0","","Week 69","","","3098.0","","","69.0","","","123352.0",""
"33369.0","18.0","33362.0","1754.0","","Week 70","","","2691.0","","","70.0","","","126043.0",""
"33376.0","19.0","33369.0","1748.0","","Week 71","","","2631.0","","","71.0","","","128674.0",""
"33383.0","20.0","33376.0","1760.0","","Week 72","","","2248.0","","","72.0","","","130922.0",""
"33390.0","21.0","33383.0","1355.0","","Week 73","","","2383.0","","","73.0","","","133305.0",""
"33397.0","22.0","33390.0","1623.0","","Week 74","","","2210.0","","","74.0","","","135515.0",""
"33404.0","23.0","33397.0","1851.0","","Week 75","","","2161.0","","","75.0","","","137676.0",""
"33411.0","24.0","33404.0","1495.0","","Week 76","","","1851.0","","","76.0","","","139527.0",""
"33418.0","25.0","33411.0","1497.0","","Week 77","","","3046.0","","","77.0","","","142573.0",""
"33425.0","26.0","33418.0","1611.0","","Week 78","","","2609.0","","","78.0","","","145182.0",""
"33432.0","27.0","33425.0","2536.0","","Week 79","","","1881.0","","","79.0","","","147063.0",""
"33439.0","28.0","33432.0","2004.0","","Week 80","","","1981.0","","","80.0","","","149044.0",""
"33446.0","29.0","33439.0","2011.0","","Week 81","","","1592.0","","","81.0","","","150636.0",""
"33453.0","30.0","33446.0","2082.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","1947.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","1571.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","1526.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","1846.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","1381.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","1383.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","1515.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","1497.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","1541.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","2137.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","1690.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","1898.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","2662.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","2313.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","2068.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","2511.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","1656.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","3591.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","3917.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","3236.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","2250.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","2565.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","5310.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","4236.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","2981.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","2912.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","2996.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","2039.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","1793.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","2445.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","2011.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","1974.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","1969.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","1559.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","1535.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","2579.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","1994.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","1876.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","1855.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","1826.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","1587.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","1744.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","1700.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","2049.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","1914.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","1709.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","1586.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","1679.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","2855.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","2062.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","1852.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","1804.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","1722.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","1574.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","1426.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","1637.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","1665.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","1282.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","1232.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","1474.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1332.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","2035.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","1329.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1573.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","1428.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","1665.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","1590.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","2151.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","1208.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","2203.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","3149.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","2375.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","1635.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","1940.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","3566.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","3545.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","2217.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","2347.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2004.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","1910.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","2095.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","2147.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","2027.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","1802.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","1547.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","2154.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","2036.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","2250.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","1684.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","1483.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","1301.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","1348.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","1333.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","1406.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","1482.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","1684.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","2340.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","2265.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","2061.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","1553.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","2053.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","2203.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","1746.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1752.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","1742.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","1366.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","1281.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1276.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","1253.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","1193.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","1318.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1278.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","1214.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","1834.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","1322.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","1573.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","1523.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","1859.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","1548.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","2010.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","1128.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","2345.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","3129.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","2470.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","1842.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","1932.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","3717.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","5428.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","3084.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","4677.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","4026.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2330.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2048.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","1561.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","1645.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1717.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","1399.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","1170.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","1159.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","2153.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","1622.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","1431.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","1580.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","1568.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","1735.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","1605.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","1422.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","1432.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","1552.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","1758.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","1272.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","1262.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","1898.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","1784.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","1559.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","1490.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","1714.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","1300.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","1115.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","1234.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","1366.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1079.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","1115.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1049.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","1119.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","1883.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","1418.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","1591.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","1350.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","1650.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","1282.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","1919.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","1330.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","2696.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","3120.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","2677.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","1881.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","1634.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","3791.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","4446.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","3097.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2852.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","2428.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2431.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","2228.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","2005.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","1715.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","1479.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","1264.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","1124.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","1202.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","2119.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","1794.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","1806.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","1502.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","1951.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","1603.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","1535.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","1592.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","1469.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","1961.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","1902.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","1153.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","1351.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","2057.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","2015.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","2258.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","2298.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","1634.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","1493.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1444.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1401.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","1383.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1205.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1191.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","1263.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","1144.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","2177.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","1468.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","1566.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","1497.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","1661.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","1694.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","2477.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","1639.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","3097.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","3478.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","2751.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","2517.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","2116.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","3205.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","3579.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","4463.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","4907.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","3115.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","2426.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","1918.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1844.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","1482.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","1457.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","1420.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","1516.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","1354.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","1439.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","2161.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","1660.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1380.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1433.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","1238.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","1212.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1273.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","1212.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","1533.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","1754.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","1233.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","1223.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","1191.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","2078.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","1790.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1664.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","1720.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","1473.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1315.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1162.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1255.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","1045.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1114.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","1201.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","1147.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","1194.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","2027.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","1447.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","1908.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","1508.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","1618.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","1868.0","","","","","","","","","","","",""
