"Report date","Week #","Week ","CA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33019.0","20.0","33012.0","52386.0","","Week 20","75832.0","54682.0","48999.0","","","20.0","1252959.0","1031589.0","1048620.0",""
"33026.0","21.0","33019.0","53382.0","","Week 21","77780.0","53561.0","48670.0","","","21.0","1330739.0","1085150.0","1097290.0",""
"33033.0","22.0","33026.0","54552.0","","Week 22","74612.0","48302.0","47730.0","","","22.0","1405351.0","1133452.0","1145020.0",""
"33040.0","23.0","33033.0","56015.0","","Week 23","74759.0","47763.0","47023.0","","","23.0","1480110.0","1181215.0","1192043.0",""
"33047.0","24.0","33040.0","60987.0","","Week 24","58952.0","48201.0","42272.0","","","24.0","1539062.0","1229416.0","1234315.0",""
"33054.0","25.0","33047.0","60074.0","","Week 25","54092.0","44692.0","53050.0","","","25.0","1593154.0","1274108.0","1287365.0",""
"33061.0","26.0","33054.0","57179.0","","Week 26","92765.0","45543.0","50940.0","","","26.0","1685919.0","1319651.0","1338305.0",""
"33068.0","27.0","33061.0","60293.0","","Week 27","80666.0","54880.0","55995.0","","","27.0","1766585.0","1374531.0","1394300.0",""
"33075.0","28.0","33068.0","57151.0","","Week 28","74681.0","59298.0","54764.0","","","28.0","1841266.0","1433829.0","1449064.0",""
"33082.0","29.0","33075.0","58494.0","","Week 29","83305.0","64455.0","50186.0","","","29.0","1924571.0","1498284.0","1499250.0",""
"33089.0","30.0","33082.0","57486.0","","Week 30","94033.0","57113.0","59602.0","","","30.0","2018604.0","1555397.0","1558852.0",""
"33096.0","31.0","33089.0","59786.0","","Week 31","74051.0","67494.0","58053.0","","","31.0","2092655.0","1622891.0","1616905.0",""
"33103.0","32.0","33096.0","51504.0","","Week 32","73060.0","63021.0","61964.0","","","32.0","2165715.0","1685912.0","1678869.0",""
"33110.0","33.0","33103.0","55914.0","","Week 33","78871.0","66971.0","63171.0","","","33.0","2244586.0","1752883.0","1742040.0",""
"33117.0","34.0","33110.0","52818.0","","Week 34","93387.0","67948.0","59209.0","","","34.0","2337973.0","1820831.0","1801249.0",""
"33124.0","35.0","33117.0","49842.0","","Week 35","82543.0","63328.0","51347.0","","","35.0","2420516.0","1884159.0","1852596.0",""
"33131.0","36.0","33124.0","59733.0","","Week 36","89153.0","48456.0","52045.0","","","36.0","2509669.0","1932615.0","1904641.0",""
"33138.0","37.0","33131.0","62165.0","","Week 37","81928.0","67736.0","51832.0","","","37.0","2591597.0","2000351.0","1956473.0",""
"33145.0","38.0","33138.0","60825.0","","Week 38","77939.0","","48594.0","","","38.0","2669536.0","","2005067.0",""
"33152.0","39.0","33145.0","73549.0","","Week 39","","","53273.0","","","39.0","","","2058340.0",""
"33159.0","40.0","33152.0","61139.0","","Week 40","","","53416.0","","","40.0","","","2111756.0",""
"33166.0","41.0","33159.0","70871.0","","Week 41","","","54071.0","","","41.0","","","2165827.0",""
"33173.0","42.0","33166.0","69095.0","","Week 42","","","60074.0","","","42.0","","","2225901.0",""
"33180.0","43.0","33173.0","72864.0","","Week 43","","","62855.0","","","43.0","","","2288756.0",""
"33187.0","44.0","33180.0","76929.0","","Week 44","","","62853.0","","","44.0","","","2351609.0",""
"33194.0","45.0","33187.0","69020.0","","Week 45","","","67470.0","","","45.0","","","2419079.0",""
"33201.0","46.0","33194.0","57942.0","","Week 46","","","63867.0","","","46.0","","","2482946.0",""
"33208.0","47.0","33201.0","75832.0","","Week 47","","","79399.0","","","47.0","","","2562345.0",""
"33215.0","48.0","33208.0","77780.0","","Week 48","","","69963.0","","","48.0","","","2632308.0",""
"33222.0","49.0","33215.0","74612.0","","Week 49","","","80845.0","","","49.0","","","2713153.0",""
"33229.0","50.0","33222.0","74759.0","","Week 50","","","60541.0","","","50.0","","","2773694.0",""
"33236.0","51.0","33229.0","58952.0","","Week 51","","","83504.0","","","51.0","","","2857198.0",""
"33243.0","52.0","33236.0","54092.0","","Week 52","","","67011.0","","","52.0","","","2924209.0",""
"33250.0","1.0","33243.0","92765.0","","Week 53","","","87877.0","","","53.0","","","3012086.0",""
"33257.0","2.0","33250.0","80666.0","","Week 54","","","78175.0","","","54.0","","","3090261.0",""
"33264.0","3.0","33257.0","74681.0","","Week 55","","","63379.0","","","55.0","","","3153640.0",""
"33271.0","4.0","33264.0","83305.0","","Week 56","","","85952.0","","","56.0","","","3239592.0",""
"33278.0","5.0","33271.0","94033.0","","Week 57","","","87778.0","","","57.0","","","3327370.0",""
"33285.0","6.0","33278.0","74051.0","","Week 58","","","75704.0","","","58.0","","","3403074.0",""
"33292.0","7.0","33285.0","73060.0","","Week 59","","","95705.0","","","59.0","","","3498779.0",""
"33299.0","8.0","33292.0","78871.0","","Week 60","","","90456.0","","","60.0","","","3589235.0",""
"33306.0","9.0","33299.0","93387.0","","Week 61","","","73906.0","","","61.0","","","3663141.0",""
"33313.0","10.0","33306.0","82543.0","","Week 62","","","76583.0","","","62.0","","","3739724.0",""
"33320.0","11.0","33313.0","89153.0","","Week 63","","","84348.0","","","63.0","","","3824072.0",""
"33327.0","12.0","33320.0","81928.0","","Week 64","","","83071.0","","","64.0","","","3907143.0",""
"33334.0","13.0","33327.0","77939.0","","Week 65","","","74516.0","","","65.0","","","3981659.0",""
"33341.0","14.0","33334.0","70043.0","","Week 66","","","81236.0","","","66.0","","","4062895.0",""
"33348.0","15.0","33341.0","68072.0","","Week 67","","","74179.0","","","67.0","","","4137074.0",""
"33355.0","16.0","33348.0","66446.0","","Week 68","","","69471.0","","","68.0","","","4206545.0",""
"33362.0","17.0","33355.0","70106.0","","Week 69","","","75875.0","","","69.0","","","4282420.0",""
"33369.0","18.0","33362.0","69545.0","","Week 70","","","84410.0","","","70.0","","","4366830.0",""
"33376.0","19.0","33369.0","69529.0","","Week 71","","","73577.0","","","71.0","","","4440407.0",""
"33383.0","20.0","33376.0","65268.0","","Week 72","","","72078.0","","","72.0","","","4512485.0",""
"33390.0","21.0","33383.0","56890.0","","Week 73","","","62026.0","","","73.0","","","4574511.0",""
"33397.0","22.0","33390.0","69993.0","","Week 74","","","67473.0","","","74.0","","","4641984.0",""
"33404.0","23.0","33397.0","66416.0","","Week 75","","","68156.0","","","75.0","","","4710140.0",""
"33411.0","24.0","33404.0","74513.0","","Week 76","","","64605.0","","","76.0","","","4774745.0",""
"33418.0","25.0","33411.0","71236.0","","Week 77","","","69499.0","","","77.0","","","4844244.0",""
"33425.0","26.0","33418.0","66242.0","","Week 78","","","72039.0","","","78.0","","","4916283.0",""
"33432.0","27.0","33425.0","70536.0","","Week 79","","","86609.0","","","79.0","","","5002892.0",""
"33439.0","28.0","33432.0","77243.0","","Week 80","","","83690.0","","","80.0","","","5086582.0",""
"33446.0","29.0","33439.0","74039.0","","Week 81","","","79397.0","","","81.0","","","5165979.0",""
"33453.0","30.0","33446.0","75175.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","71012.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","68762.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","62956.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","65869.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","56215.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","69052.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","71818.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","73119.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","75761.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","75914.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","68843.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","79075.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","85448.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","86888.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","76473.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","87171.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","59904.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","89548.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","79731.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","79402.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","74522.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","74300.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","102514.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","88420.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","82073.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","84001.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","104782.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","93470.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","90655.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","90228.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","87158.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","85177.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","79952.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","78678.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","83965.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","72674.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","70179.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","63272.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","66747.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","78760.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","73768.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","69393.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","63061.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","75812.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","79618.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","76679.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","76665.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","81684.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","76099.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","68791.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","66833.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","67990.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","73330.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","64720.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","64288.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","64992.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","65473.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","61784.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","69398.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","68407.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","71515.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","67931.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","61768.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","68819.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","67925.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","78073.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","62973.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","71012.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","46830.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","74800.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","78354.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","67149.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","55219.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","60366.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","85984.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","79753.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","76477.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","71391.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","76642.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","69853.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","74416.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","75167.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","71654.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","71128.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","59780.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","63188.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","67229.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","59604.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","56537.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","55863.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","56848.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","63515.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","57733.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","54616.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","55153.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","53195.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","60634.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","60659.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","62112.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","64408.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","54524.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","59607.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","57827.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","54880.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","61223.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","55356.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","53786.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","51284.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","53442.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","46008.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","54266.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","55109.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","55280.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","66330.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","59973.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","66698.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","62423.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","70079.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","63721.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","70095.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","48871.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","70759.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","63455.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","64964.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","59730.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","54641.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","67818.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","66348.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","57682.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","74697.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","77443.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","82079.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","71619.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","58896.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","68389.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","64785.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","61663.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","61973.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","59824.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","60545.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","58286.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","57752.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","63992.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","74036.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","66816.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","64792.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","61321.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","56397.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","66228.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","68079.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","72608.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","70038.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","58966.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","65235.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","61910.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","60151.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","67103.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","63544.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","59219.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","55476.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","59088.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","52350.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","61400.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","60286.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","62434.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","72199.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","58841.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","67433.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","61754.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","75325.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","71288.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","87075.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","51894.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","75918.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","66312.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","68048.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","68804.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","60440.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","76580.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","93188.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","70141.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","80140.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","83169.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","86216.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","67970.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","62502.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","68712.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","73487.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","72001.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","72807.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","63451.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","66600.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","67722.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","62831.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","61707.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","70335.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","67923.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","63393.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","57309.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","52333.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","63310.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","62730.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","66621.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","64843.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","61853.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","64138.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","60864.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","56917.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","61823.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","61160.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","57256.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","55899.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","53646.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","50791.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","58608.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","57255.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","57831.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","66190.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","60842.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","68145.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","64315.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","71042.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","65218.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","75110.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","49716.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","79779.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","72538.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","78194.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","70517.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","58259.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","63011.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","74133.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","67320.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","72440.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","79209.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","86889.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","65938.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","71538.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","76583.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","73649.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","67954.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","62975.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","61364.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","64300.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","58912.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","62291.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","56812.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","61823.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","64281.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","59892.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","58566.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","51643.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","63944.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","61848.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","67942.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","64094.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","58309.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","62359.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","56731.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","57075.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","58980.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","60898.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","54012.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","52385.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","52898.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","50154.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","58116.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","57381.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","57486.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","62847.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","61841.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","56540.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","60369.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","67148.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","71089.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","63022.0","","","","","","","","","","","",""
