"Report date","Week #","Week ","MS","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33159.0","40.0","33152.0","4539.0","","Week 40","","","2626.0","","","40.0","","","122926.0",""
"33166.0","41.0","33159.0","3221.0","","Week 41","","","4131.0","","","41.0","","","127057.0",""
"33173.0","42.0","33166.0","3197.0","","Week 42","","","3023.0","","","42.0","","","130080.0",""
"33180.0","43.0","33173.0","4614.0","","Week 43","","","3914.0","","","43.0","","","133994.0",""
"33187.0","44.0","33180.0","5140.0","","Week 44","","","3637.0","","","44.0","","","137631.0",""
"33194.0","45.0","33187.0","4014.0","","Week 45","","","3500.0","","","45.0","","","141131.0",""
"33201.0","46.0","33194.0","3275.0","","Week 46","","","3666.0","","","46.0","","","144797.0",""
"33208.0","47.0","33201.0","8176.0","","Week 47","","","4065.0","","","47.0","","","148862.0",""
"33215.0","48.0","33208.0","6926.0","","Week 48","","","3663.0","","","48.0","","","152525.0",""
"33222.0","49.0","33215.0","4590.0","","Week 49","","","4516.0","","","49.0","","","157041.0",""
"33229.0","50.0","33222.0","6821.0","","Week 50","","","5914.0","","","50.0","","","162955.0",""
"33236.0","51.0","33229.0","5062.0","","Week 51","","","8651.0","","","51.0","","","171606.0",""
"33243.0","52.0","33236.0","7495.0","","Week 52","","","6513.0","","","52.0","","","178119.0",""
"33250.0","1.0","33243.0","12628.0","","Week 53","","","6605.0","","","53.0","","","184724.0",""
"33257.0","2.0","33250.0","7806.0","","Week 54","","","6629.0","","","54.0","","","191353.0",""
"33264.0","3.0","33257.0","5657.0","","Week 55","","","6042.0","","","55.0","","","197395.0",""
"33271.0","4.0","33264.0","6282.0","","Week 56","","","9420.0","","","56.0","","","206815.0",""
"33278.0","5.0","33271.0","6161.0","","Week 57","","","4824.0","","","57.0","","","211639.0",""
"33285.0","6.0","33278.0","5021.0","","Week 58","","","4335.0","","","58.0","","","215974.0",""
"33292.0","7.0","33285.0","5768.0","","Week 59","","","4528.0","","","59.0","","","220502.0",""
"33299.0","8.0","33292.0","5300.0","","Week 60","","","4983.0","","","60.0","","","225485.0",""
"33306.0","9.0","33299.0","4096.0","","Week 61","","","4464.0","","","61.0","","","229949.0",""
"33313.0","10.0","33306.0","4367.0","","Week 62","","","4104.0","","","62.0","","","234053.0",""
"33320.0","11.0","33313.0","6162.0","","Week 63","","","4112.0","","","63.0","","","238165.0",""
"33327.0","12.0","33320.0","3499.0","","Week 64","","","5030.0","","","64.0","","","243195.0",""
"33334.0","13.0","33327.0","3510.0","","Week 65","","","4392.0","","","65.0","","","247587.0",""
"33341.0","14.0","33334.0","5042.0","","Week 66","","","3597.0","","","66.0","","","251184.0",""
"33348.0","15.0","33341.0","4799.0","","Week 67","","","4885.0","","","67.0","","","256069.0",""
"33355.0","16.0","33348.0","4445.0","","Week 68","","","4144.0","","","68.0","","","260213.0",""
"33362.0","17.0","33355.0","4280.0","","Week 69","","","4598.0","","","69.0","","","264811.0",""
"33369.0","18.0","33362.0","4727.0","","Week 70","","","4154.0","","","70.0","","","268965.0",""
"33376.0","19.0","33369.0","5821.0","","Week 71","","","3656.0","","","71.0","","","272621.0",""
"33383.0","20.0","33376.0","5810.0","","Week 72","","","3389.0","","","72.0","","","276010.0",""
"33390.0","21.0","33383.0","4411.0","","Week 73","","","5332.0","","","73.0","","","281342.0",""
"33397.0","22.0","33390.0","5087.0","","Week 74","","","4787.0","","","74.0","","","286129.0",""
"33404.0","23.0","33397.0","4117.0","","Week 75","","","4650.0","","","75.0","","","290779.0",""
"33411.0","24.0","33404.0","3424.0","","Week 76","","","3770.0","","","76.0","","","294549.0",""
"33418.0","25.0","33411.0","3149.0","","Week 77","","","4713.0","","","77.0","","","299262.0",""
"33425.0","26.0","33418.0","2656.0","","Week 78","","","3357.0","","","78.0","","","302619.0",""
"33432.0","27.0","33425.0","7001.0","","Week 79","","","3104.0","","","79.0","","","305723.0",""
"33439.0","28.0","33432.0","5195.0","","Week 80","","","3743.0","","","80.0","","","309466.0",""
"33446.0","29.0","33439.0","3266.0","","Week 81","","","4061.0","","","81.0","","","313527.0",""
"33453.0","30.0","33446.0","3087.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","3686.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","2958.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","2826.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","2733.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","2579.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","2539.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","2538.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","2690.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","2961.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","3396.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","3189.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","2901.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","3940.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","4062.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","3865.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","4651.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","3560.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","9291.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","6445.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","6924.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","4671.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","6044.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","11401.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","7884.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","5447.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","4896.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","4524.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","3761.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","3622.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","3866.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","3838.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","3542.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","4221.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","3016.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","3364.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","4197.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","2722.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","3111.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","3087.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","3143.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","3381.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","5164.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","4145.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","3859.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","3263.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","3265.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","4384.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","4054.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","4722.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","4293.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","4264.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","3264.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","6041.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","3217.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","2849.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","2766.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","1610.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","2579.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","2759.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","3108.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","2934.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","3108.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","2648.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","2780.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","3304.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","3284.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","3003.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","3897.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","3104.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","4861.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","4205.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","4430.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","4636.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","4516.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","6733.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","5156.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","3191.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","3370.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2899.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","2644.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","2372.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","2508.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","2610.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","2603.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","2372.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","2421.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","2585.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","3181.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","2919.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","2507.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","2252.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","2745.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","2878.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","4357.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","3915.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","3231.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","3021.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","2694.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","2936.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","3103.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","3516.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","2947.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","3486.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","2843.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","3862.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","2609.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","2571.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","2337.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","2206.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","1803.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","2227.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1985.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","2123.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","2608.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","2423.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","2638.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","3403.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","3515.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","2811.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","4032.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","2380.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","3571.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","3854.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","3648.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","4315.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","3119.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","8054.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","5248.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","3523.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","3344.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","3143.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2887.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","3330.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","2788.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","3398.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","2851.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","2679.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","2492.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","2167.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","3154.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","2457.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","2326.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","2286.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","3515.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","2783.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","3706.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","3984.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","3313.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","3118.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","2666.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","2691.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","3143.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","3775.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","4989.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","3232.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","2790.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","2714.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","2898.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","2498.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","2561.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","2210.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1994.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","2270.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","2259.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","2010.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","3394.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","2356.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","2526.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","2474.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","2504.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","2572.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","3289.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","2230.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","3780.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","3353.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","3515.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","3866.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","4170.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","7614.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","4971.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","4542.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","3112.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","2918.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2661.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","2676.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","2552.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","2460.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2844.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","2686.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","2907.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","2531.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","3486.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","2718.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","2605.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","2364.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","2919.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","3488.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","4861.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","6511.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","4339.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","3930.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","3130.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","2954.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","3483.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","4946.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","6840.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","6290.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","3271.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","3700.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","2839.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","2753.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","2713.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","3435.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","2524.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","5382.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","2222.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","2953.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","3282.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","3799.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","2823.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","4965.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","5180.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","4361.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","3831.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","3570.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","6130.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","4527.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","3767.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","6038.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","5760.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","7782.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","6871.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","5141.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","4295.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","2615.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","4989.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","3713.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","2566.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","3656.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","3368.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","4393.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","5036.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","2885.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","3062.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","2975.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","2934.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","3207.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","3012.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","3492.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","4183.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","4219.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","3516.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","3942.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","3352.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","3130.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","3742.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","3763.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","4811.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","3561.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","3069.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","3002.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","2749.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","2938.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","2442.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","2489.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","2381.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","2558.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","2700.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","2462.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","2637.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","2994.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","4452.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","3440.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","3240.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","3619.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","3446.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","4311.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","3713.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","5560.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","3953.0","","","","","","","","","","","",""
