"Report date","Week #","Week ","OH","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"38339.0","50.0","38332.0","17972.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","20069.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","22594.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","29677.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","20783.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","17408.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","14728.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","13026.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","11664.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","11553.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","10099.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","12335.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","11926.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","13234.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","11831.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","12055.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","11213.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","9644.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","10472.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","12688.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","13430.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","11079.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","9773.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","10506.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","11640.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","12274.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","10660.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","10079.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","12200.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","20198.0","","","","","","","","","","","",""
"38549.0","28.0","38542.0","16224.0","","","","","","","","","","","",""
"38556.0","29.0","38549.0","12297.0","","","","","","","","","","","",""
"38563.0","30.0","38556.0","10629.0","","","","","","","","","","","",""
"38570.0","31.0","38563.0","9386.0","","","","","","","","","","","",""
"38577.0","32.0","38570.0","9414.0","","","","","","","","","","","",""
"38584.0","33.0","38577.0","9491.0","","","","","","","","","","","",""
"38591.0","34.0","38584.0","10138.0","","","","","","","","","","","",""
"38598.0","35.0","38591.0","10089.0","","","","","","","","","","","",""
"38605.0","36.0","38598.0","8467.0","","","","","","","","","","","",""
"38612.0","37.0","38605.0","8975.0","","","","","","","","","","","",""
"38619.0","38.0","38612.0","8642.0","","","","","","","","","","","",""
"38626.0","39.0","38619.0","8926.0","","","","","","","","","","","",""
"38633.0","40.0","38626.0","10780.0","","","","","","","","","","","",""
"38640.0","41.0","38633.0","8835.0","","","","","","","","","","","",""
"38647.0","42.0","38640.0","9455.0","","","","","","","","","","","",""
"38654.0","43.0","38647.0","12645.0","","","","","","","","","","","",""
"38661.0","44.0","38654.0","12361.0","","","","","","","","","","","",""
"38668.0","45.0","38661.0","10025.0","","","","","","","","","","","",""
"38675.0","46.0","38668.0","13889.0","","","","","","","","","","","",""
"38682.0","47.0","38675.0","12989.0","","","","","","","","","","","",""
"38689.0","48.0","38682.0","16118.0","","","","","","","","","","","",""
"38696.0","49.0","38689.0","20230.0","","","","","","","","","","","",""
"38703.0","50.0","38696.0","16841.0","","","","","","","","","","","",""
"38710.0","51.0","38703.0","23884.0","","","","","","","","","","","",""
"38717.0","52.0","38710.0","21430.0","","","","","","","","","","","",""
"38724.0","53.0","38717.0","20019.0","","","","","","","","","","","",""
"38731.0","1.0","38724.0","18758.0","","","","","","","","","","","",""
"38738.0","2.0","38731.0","12379.0","","","","","","","","","","","",""
"38745.0","3.0","38738.0","15139.0","","","","","","","","","","","",""
"38752.0","4.0","38745.0","13072.0","","","","","","","","","","","",""
"38759.0","5.0","38752.0","13084.0","","","","","","","","","","","",""
"38766.0","6.0","38759.0","10094.0","","","","","","","","","","","",""
"38773.0","7.0","38766.0","9722.0","","","","","","","","","","","",""
"38780.0","8.0","38773.0","12268.0","","","","","","","","","","","",""
"38787.0","9.0","38780.0","11328.0","","","","","","","","","","","",""
"38794.0","10.0","38787.0","10396.0","","","","","","","","","","","",""
"38801.0","11.0","38794.0","9178.0","","","","","","","","","","","",""
"38808.0","12.0","38801.0","9480.0","","","","","","","","","","","",""
"38815.0","13.0","38808.0","10280.0","","","","","","","","","","","",""
"38822.0","14.0","38815.0","8603.0","","","","","","","","","","","",""
"38829.0","15.0","38822.0","9895.0","","","","","","","","","","","",""
"38836.0","16.0","38829.0","17069.0","","","","","","","","","","","",""
"38843.0","17.0","38836.0","9491.0","","","","","","","","","","","",""
"38850.0","18.0","38843.0","9022.0","","","","","","","","","","","",""
"38857.0","19.0","38850.0","15585.0","","","","","","","","","","","",""
"38864.0","20.0","38857.0","10250.0","","","","","","","","","","","",""
"38871.0","21.0","38864.0","9460.0","","","","","","","","","","","",""
"38878.0","22.0","38871.0","10501.0","","","","","","","","","","","",""
"38885.0","23.0","38878.0","9795.0","","","","","","","","","","","",""
"38892.0","24.0","38885.0","8895.0","","","","","","","","","","","",""
"38899.0","25.0","38892.0","9676.0","","","","","","","","","","","",""
"38906.0","26.0","38899.0","21917.0","","","","","","","","","","","",""
"38913.0","27.0","38906.0","15921.0","","","","","","","","","","","",""
"38920.0","28.0","38913.0","11297.0","","","","","","","","","","","",""
"38927.0","29.0","38920.0","8824.0","","","","","","","","","","","",""
"38934.0","30.0","38927.0","10544.0","","","","","","","","","","","",""
"38941.0","31.0","38934.0","8932.0","","","","","","","","","","","",""
"38948.0","32.0","38941.0","11416.0","","","","","","","","","","","",""
"38955.0","33.0","38948.0","9571.0","","","","","","","","","","","",""
"38962.0","34.0","38955.0","9871.0","","","","","","","","","","","",""
"38969.0","35.0","38962.0","8512.0","","","","","","","","","","","",""
"38976.0","36.0","38969.0","8987.0","","","","","","","","","","","",""
"38983.0","37.0","38976.0","8591.0","","","","","","","","","","","",""
"38990.0","38.0","38983.0","9023.0","","","","","","","","","","","",""
"38997.0","39.0","38990.0","10709.0","","","","","","","","","","","",""
"39004.0","40.0","38997.0","8776.0","","","","","","","","","","","",""
"39011.0","41.0","39004.0","11639.0","","","","","","","","","","","",""
"39018.0","42.0","39011.0","12303.0","","","","","","","","","","","",""
"39025.0","43.0","39018.0","12301.0","","","","","","","","","","","",""
"39032.0","44.0","39025.0","10092.0","","","","","","","","","","","",""
"39039.0","45.0","39032.0","13183.0","","","","","","","","","","","",""
"39046.0","46.0","39039.0","12255.0","","","","","","","","","","","",""
"39053.0","47.0","39046.0","14299.0","","","","","","","","","","","",""
"39060.0","48.0","39053.0","19120.0","","","","","","","","","","","",""
"39067.0","49.0","39060.0","14940.0","","","","","","","","","","","",""
"39074.0","50.0","39067.0","18089.0","","","","","","","","","","","",""
"39081.0","51.0","39074.0","24022.0","","","","","","","","","","","",""
"39088.0","52.0","39081.0","20815.0","","","","","","","","","","","",""
"39095.0","1.0","39088.0","20239.0","","","","","","","","","","","",""
"39102.0","2.0","39095.0","14376.0","","","","","","","","","","","",""
"39109.0","3.0","39102.0","14538.0","","","","","","","","","","","",""
"39116.0","4.0","39109.0","13750.0","","","","","","","","","","","",""
"39123.0","5.0","39116.0","19032.0","","","","","","","","","","","",""
"39130.0","6.0","39123.0","12377.0","","","","","","","","","","","",""
"39137.0","7.0","39130.0","10755.0","","","","","","","","","","","",""
"39144.0","8.0","39137.0","10162.0","","","","","","","","","","","",""
"39151.0","9.0","39144.0","10533.0","","","","","","","","","","","",""
"39158.0","10.0","39151.0","13164.0","","","","","","","","","","","",""
"39165.0","11.0","39158.0","9380.0","","","","","","","","","","","",""
"39172.0","12.0","39165.0","9931.0","","","","","","","","","","","",""
"39179.0","13.0","39172.0","11559.0","","","","","","","","","","","",""
"39186.0","14.0","39179.0","11429.0","","","","","","","","","","","",""
"39193.0","15.0","39186.0","9070.0","","","","","","","","","","","",""
"39200.0","16.0","39193.0","9690.0","","","","","","","","","","","",""
"39207.0","17.0","39200.0","9189.0","","","","","","","","","","","",""
"39214.0","18.0","39207.0","8439.0","","","","","","","","","","","",""
"39221.0","19.0","39214.0","9272.0","","","","","","","","","","","",""
"39228.0","20.0","39221.0","9524.0","","","","","","","","","","","",""
"39235.0","21.0","39228.0","9340.0","","","","","","","","","","","",""
"39242.0","22.0","39235.0","10292.0","","","","","","","","","","","",""
"39249.0","23.0","39242.0","10483.0","","","","","","","","","","","",""
"39256.0","24.0","39249.0","9703.0","","","","","","","","","","","",""
"39263.0","25.0","39256.0","9780.0","","","","","","","","","","","",""
"39270.0","26.0","39263.0","22610.0","","","","","","","","","","","",""
"39277.0","27.0","39270.0","11579.0","","","","","","","","","","","",""
"39284.0","28.0","39277.0","11227.0","","","","","","","","","","","",""
"39291.0","29.0","39284.0","9055.0","","","","","","","","","","","",""
"39298.0","30.0","39291.0","9052.0","","","","","","","","","","","",""
"39305.0","31.0","39298.0","9222.0","","","","","","","","","","","",""
"39312.0","32.0","39305.0","8527.0","","","","","","","","","","","",""
"39319.0","33.0","39312.0","9050.0","","","","","","","","","","","",""
"39326.0","34.0","39319.0","8441.0","","","","","","","","","","","",""
"39333.0","35.0","39326.0","8699.0","","","","","","","","","","","",""
"39340.0","36.0","39333.0","7997.0","","","","","","","","","","","",""
"39347.0","37.0","39340.0","8136.0","","","","","","","","","","","",""
"39354.0","38.0","39347.0","10132.0","","","","","","","","","","","",""
"39361.0","39.0","39354.0","10414.0","","","","","","","","","","","",""
"39368.0","40.0","39361.0","12937.0","","","","","","","","","","","",""
"39375.0","41.0","39368.0","11190.0","","","","","","","","","","","",""
"39382.0","42.0","39375.0","13862.0","","","","","","","","","","","",""
"39389.0","43.0","39382.0","13764.0","","","","","","","","","","","",""
"39396.0","44.0","39389.0","12206.0","","","","","","","","","","","",""
"39403.0","45.0","39396.0","12115.0","","","","","","","","","","","",""
"39410.0","46.0","39403.0","13697.0","","","","","","","","","","","",""
"39417.0","47.0","39410.0","16215.0","","","","","","","","","","","",""
"39424.0","48.0","39417.0","20211.0","","","","","","","","","","","",""
"39431.0","49.0","39424.0","16717.0","","","","","","","","","","","",""
"39438.0","50.0","39431.0","20049.0","","","","","","","","","","","",""
"39445.0","51.0","39438.0","25660.0","","","","","","","","","","","",""
"39452.0","52.0","39445.0","18071.0","","","","","","","","","","","",""
"39459.0","1.0","39452.0","20245.0","","","","","","","","","","","",""
"39466.0","2.0","39459.0","17445.0","","","","","","","","","","","",""
"39473.0","3.0","39466.0","14407.0","","","","","","","","","","","",""
"39480.0","4.0","39473.0","16622.0","","","","","","","","","","","",""
"39487.0","5.0","39480.0","13870.0","","","","","","","","","","","",""
"39494.0","6.0","39487.0","12014.0","","","","","","","","","","","",""
"39501.0","7.0","39494.0","11135.0","","","","","","","","","","","",""
"39508.0","8.0","39501.0","10929.0","","","","","","","","","","","",""
"39515.0","9.0","39508.0","12401.0","","","","","","","","","","","",""
"39522.0","10.0","39515.0","17887.0","","","","","","","","","","","",""
"39529.0","11.0","39522.0","11895.0","","","","","","","","","","","",""
"39536.0","12.0","39529.0","12437.0","","","","","","","","","","","",""
"39543.0","13.0","39536.0","13597.0","","","","","","","","","","","",""
"39550.0","14.0","39543.0","12289.0","","","","","","","","","","","",""
"39557.0","15.0","39550.0","11056.0","","","","","","","","","","","",""
"39564.0","16.0","39557.0","11354.0","","","","","","","","","","","",""
"39571.0","17.0","39564.0","11443.0","","","","","","","","","","","",""
"39578.0","18.0","39571.0","10834.0","","","","","","","","","","","",""
"39585.0","19.0","39578.0","11016.0","","","","","","","","","","","",""
"39592.0","20.0","39585.0","13406.0","","","","","","","","","","","",""
"39599.0","21.0","39592.0","11134.0","","","","","","","","","","","",""
"39606.0","22.0","39599.0","13589.0","","","","","","","","","","","",""
"39613.0","23.0","39606.0","12175.0","","","","","","","","","","","",""
"39620.0","24.0","39613.0","10475.0","","","","","","","","","","","",""
"39627.0","25.0","39620.0","11795.0","","","","","","","","","","","",""
"39634.0","26.0","39627.0","18788.0","","","","","","","","","","","",""
"39641.0","27.0","39634.0","19033.0","","","","","","","","","","","",""
"39648.0","28.0","39641.0","15715.0","","","","","","","","","","","",""
"39655.0","29.0","39648.0","20349.0","","","","","","","","","","","",""
"39662.0","30.0","39655.0","14866.0","","","","","","","","","","","",""
"39669.0","31.0","39662.0","15975.0","","","","","","","","","","","",""
"39676.0","32.0","39669.0","12565.0","","","","","","","","","","","",""
"39683.0","33.0","39676.0","11817.0","","","","","","","","","","","",""
"39690.0","34.0","39683.0","14652.0","","","","","","","","","","","",""
"39697.0","35.0","39690.0","12331.0","","","","","","","","","","","",""
"39704.0","36.0","39697.0","13576.0","","","","","","","","","","","",""
"39711.0","37.0","39704.0","15002.0","","","","","","","","","","","",""
"39718.0","38.0","39711.0","13512.0","","","","","","","","","","","",""
"39725.0","39.0","39718.0","20729.0","","","","","","","","","","","",""
"39732.0","40.0","39725.0","16412.0","","","","","","","","","","","",""
"39739.0","41.0","39732.0","13489.0","","","","","","","","","","","",""
"39746.0","42.0","39739.0","17438.0","","","","","","","","","","","",""
"39753.0","43.0","39746.0","21323.0","","","","","","","","","","","",""
"39760.0","44.0","39753.0","21500.0","","","","","","","","","","","",""
"39767.0","45.0","39760.0","21185.0","","","","","","","","","","","",""
"39774.0","46.0","39767.0","27843.0","","","","","","","","","","","",""
"39781.0","47.0","39774.0","25698.0","","","","","","","","","","","",""
"39788.0","48.0","39781.0","31049.0","","","","","","","","","","","",""
"39795.0","49.0","39788.0","28133.0","","","","","","","","","","","",""
"39802.0","50.0","39795.0","32456.0","","","","","","","","","","","",""
"39809.0","51.0","39802.0","35727.0","","","","","","","","","","","",""
"39816.0","52.0","39809.0","28228.0","","","","","","","","","","","",""
"39823.0","1.0","39816.0","40829.0","","","","","","","","","","","",""
"39830.0","2.0","39823.0","34352.0","","","","","","","","","","","",""
"39837.0","3.0","39830.0","24426.0","","","","","","","","","","","",""
"39844.0","4.0","39837.0","29164.0","","","","","","","","","","","",""
"39851.0","5.0","39844.0","29372.0","","","","","","","","","","","",""
"39858.0","6.0","39851.0","25589.0","","","","","","","","","","","",""
"39865.0","7.0","39858.0","28320.0","","","","","","","","","","","",""
"39872.0","8.0","39865.0","28551.0","","","","","","","","","","","",""
"39879.0","9.0","39872.0","27481.0","","","","","","","","","","","",""
"39886.0","10.0","39879.0","24084.0","","","","","","","","","","","",""
"39893.0","11.0","39886.0","23104.0","","","","","","","","","","","",""
"39900.0","12.0","39893.0","26104.0","","","","","","","","","","","",""
"39907.0","13.0","39900.0","23388.0","","","","","","","","","","","",""
"39914.0","14.0","39907.0","25323.0","","","","","","","","","","","",""
"39921.0","15.0","39914.0","22013.0","","","","","","","","","","","",""
"39928.0","16.0","39921.0","22812.0","","","","","","","","","","","",""
"39935.0","17.0","39928.0","23825.0","","","","","","","","","","","",""
"39942.0","18.0","39935.0","25907.0","","","","","","","","","","","",""
"39949.0","19.0","39942.0","23385.0","","","","","","","","","","","",""
"39956.0","20.0","39949.0","21227.0","","","","","","","","","","","",""
"39963.0","21.0","39956.0","19950.0","","","","","","","","","","","",""
"39970.0","22.0","39963.0","25054.0","","","","","","","","","","","",""
"39977.0","23.0","39970.0","21252.0","","","","","","","","","","","",""
"39984.0","24.0","39977.0","21031.0","","","","","","","","","","","",""
"39991.0","25.0","39984.0","21665.0","","","","","","","","","","","",""
"39998.0","26.0","39991.0","25905.0","","","","","","","","","","","",""
"40005.0","27.0","39998.0","25249.0","","","","","","","","","","","",""
"40012.0","28.0","40005.0","20187.0","","","","","","","","","","","",""
"40019.0","29.0","40012.0","21078.0","","","","","","","","","","","",""
"40026.0","30.0","40019.0","18696.0","","","","","","","","","","","",""
"40033.0","31.0","40026.0","17745.0","","","","","","","","","","","",""
"40040.0","32.0","40033.0","15827.0","","","","","","","","","","","",""
"40047.0","33.0","40040.0","17845.0","","","","","","","","","","","",""
"40054.0","34.0","40047.0","16013.0","","","","","","","","","","","",""
"40061.0","35.0","40054.0","16487.0","","","","","","","","","","","",""
"40068.0","36.0","40061.0","14728.0","","","","","","","","","","","",""
"40075.0","37.0","40068.0","13924.0","","","","","","","","","","","",""
"40082.0","38.0","40075.0","17345.0","","","","","","","","","","","",""
"40089.0","39.0","40082.0","16894.0","","","","","","","","","","","",""
"40096.0","40.0","40089.0","17848.0","","","","","","","","","","","",""
"40103.0","41.0","40096.0","16127.0","","","","","","","","","","","",""
"40110.0","42.0","40103.0","16308.0","","","","","","","","","","","",""
"40117.0","43.0","40110.0","16604.0","","","","","","","","","","","",""
"40124.0","44.0","40117.0","19896.0","","","","","","","","","","","",""
"40131.0","45.0","40124.0","17410.0","","","","","","","","","","","",""
"40138.0","46.0","40131.0","18901.0","","","","","","","","","","","",""
"40145.0","47.0","40138.0","18421.0","","","","","","","","","","","",""
"40152.0","48.0","40145.0","20613.0","","","","","","","","","","","",""
"40159.0","49.0","40152.0","19342.0","","","","","","","","","","","",""
"40166.0","50.0","40159.0","19448.0","","","","","","","","","","","",""
"40173.0","51.0","40166.0","23809.0","","","","","","","","","","","",""
"40180.0","52.0","40173.0","26841.0","","","","","","","","","","","",""
"40187.0","1.0","40180.0","28251.0","","","","","","","","","","","",""
"40194.0","2.0","40187.0","21282.0","","","","","","","","","","","",""
"40201.0","3.0","40194.0","16256.0","","","","","","","","","","","",""
"40208.0","4.0","40201.0","18206.0","","","","","","","","","","","",""
"40215.0","5.0","40208.0","17881.0","","","","","","","","","","","",""
"40222.0","6.0","40215.0","16368.0","","","","","","","","","","","",""
"40229.0","7.0","40222.0","14238.0","","","","","","","","","","","",""
"40236.0","8.0","40229.0","14650.0","","","","","","","","","","","",""
"40243.0","9.0","40236.0","15951.0","","","","","","","","","","","",""
"40250.0","10.0","40243.0","13052.0","","","","","","","","","","","",""
"40257.0","11.0","40250.0","11429.0","","","","","","","","","","","",""
"40264.0","12.0","40257.0","11976.0","","","","","","","","","","","",""
"40271.0","13.0","40264.0","13745.0","","","","","","","","","","","",""
"40278.0","14.0","40271.0","14874.0","","","","","","","","","","","",""
"40285.0","15.0","40278.0","11882.0","","","","","","","","","","","",""
"40292.0","16.0","40285.0","12803.0","","","","","","","","","","","",""
"40299.0","17.0","40292.0","12505.0","","","","","","","","","","","",""
"40306.0","18.0","40299.0","12837.0","","","","","","","","","","","",""
"40313.0","19.0","40306.0","12932.0","","","","","","","","","","","",""
"40320.0","20.0","40313.0","12964.0","","","","","","","","","","","",""
"40327.0","21.0","40320.0","12567.0","","","","","","","","","","","",""
"40334.0","22.0","40327.0","14239.0","","","","","","","","","","","",""
"40341.0","23.0","40334.0","14508.0","","","","","","","","","","","",""
"40348.0","24.0","40341.0","13840.0","","","","","","","","","","","",""
"40355.0","25.0","40348.0","13425.0","","","","","","","","","","","",""
"40362.0","26.0","40355.0","16351.0","","","","","","","","","","","",""
"40369.0","27.0","40362.0","15455.0","","","","","","","","","","","",""
"40376.0","28.0","40369.0","14053.0","","","","","","","","","","","",""
"40383.0","29.0","40376.0","13396.0","","","","","","","","","","","",""
"40390.0","30.0","40383.0","14584.0","","","","","","","","","","","",""
"40397.0","31.0","40390.0","14682.0","","","","","","","","","","","",""
"40404.0","32.0","40397.0","12988.0","","","","","","","","","","","",""
"40411.0","33.0","40404.0","11339.0","","","","","","","","","","","",""
"40418.0","34.0","40411.0","11721.0","","","","","","","","","","","",""
"40425.0","35.0","40418.0","11626.0","","","","","","","","","","","",""
"40432.0","36.0","40425.0","10609.0","","","","","","","","","","","",""
"40439.0","37.0","40432.0","12106.0","","","","","","","","","","","",""
"40446.0","38.0","40439.0","10760.0","","","","","","","","","","","",""
"40453.0","39.0","40446.0","11064.0","","","","","","","","","","","",""
"40460.0","40.0","40453.0","14067.0","","","","","","","","","","","",""
"40467.0","41.0","40460.0","11275.0","","","","","","","","","","","",""
"40474.0","42.0","40467.0","11700.0","","","","","","","","","","","",""
"40481.0","43.0","40474.0","13009.0","","","","","","","","","","","",""
"40488.0","44.0","40481.0","14654.0","","","","","","","","","","","",""
"40495.0","45.0","40488.0","13034.0","","","","","","","","","","","",""
"40502.0","46.0","40495.0","15808.0","","","","","","","","","","","",""
"40509.0","47.0","40502.0","16900.0","","","","","","","","","","","",""
"40516.0","48.0","40509.0","20536.0","","","","","","","","","","","",""
"40523.0","49.0","40516.0","19331.0","","","","","","","","","","","",""
"40530.0","50.0","40523.0","20786.0","","","","","","","","","","","",""
"40537.0","51.0","40530.0","20123.0","","","","","","","","","","","",""
"40544.0","52.0","40537.0","22444.0","","","","","","","","","","","",""
"40551.0","1.0","40544.0","24967.0","","","","","","","","","","","",""
"40558.0","2.0","40551.0","18191.0","","","","","","","","","","","",""
"40565.0","3.0","40558.0","15065.0","","","","","","","","","","","",""
"40572.0","4.0","40565.0","14625.0","","","","","","","","","","","",""
"40579.0","5.0","40572.0","14869.0","","","","","","","","","","","",""
"40586.0","6.0","40579.0","12696.0","","","","","","","","","","","",""
"40593.0","7.0","40586.0","11219.0","","","","","","","","","","","",""
"40600.0","8.0","40593.0","10372.0","","","","","","","","","","","",""
"40607.0","9.0","40600.0","12618.0","","","","","","","","","","","",""
"40614.0","10.0","40607.0","11769.0","","","","","","","","","","","",""
"40621.0","11.0","40614.0","10449.0","","","","","","","","","","","",""
"40628.0","12.0","40621.0","10269.0","","","","","","","","","","","",""
"40635.0","13.0","40628.0","11363.0","","","","","","","","","","","",""
"40642.0","14.0","40635.0","14372.0","","","","","","","","","","","",""
"40649.0","15.0","40642.0","11736.0","","","","","","","","","","","",""
"40656.0","16.0","40649.0","13436.0","","","","","","","","","","","",""
"40663.0","17.0","40656.0","15755.0","","","","","","","","","","","",""
"40670.0","18.0","40663.0","12741.0","","","","","","","","","","","",""
"40677.0","19.0","40670.0","11968.0","","","","","","","","","","","",""
"40684.0","20.0","40677.0","12427.0","","","","","","","","","","","",""
"40691.0","21.0","40684.0","12588.0","","","","","","","","","","","",""
"40698.0","22.0","40691.0","12091.0","","","","","","","","","","","",""
"40705.0","23.0","40698.0","15075.0","","","","","","","","","","","",""
"40712.0","24.0","40705.0","12306.0","","","","","","","","","","","",""
"40719.0","25.0","40712.0","11587.0","","","","","","","","","","","",""
"40726.0","26.0","40719.0","11505.0","","","","","","","","","","","",""
"40733.0","27.0","40726.0","17344.0","","","","","","","","","","","",""
"40740.0","28.0","40733.0","12307.0","","","","","","","","","","","",""
"40747.0","29.0","40740.0","10051.0","","","","","","","","","","","",""
"40754.0","30.0","40747.0","9868.0","","","","","","","","","","","",""
"40761.0","31.0","40754.0","9911.0","","","","","","","","","","","",""
"40768.0","32.0","40761.0","9925.0","","","","","","","","","","","",""
"40775.0","33.0","40768.0","9621.0","","","","","","","","","","","",""
"40782.0","34.0","40775.0","9577.0","","","","","","","","","","","",""
"40789.0","35.0","40782.0","9979.0","","","","","","","","","","","",""
"40796.0","36.0","40789.0","9131.0","","","","","","","","","","","",""
"40803.0","37.0","40796.0","11145.0","","","","","","","","","","","",""
"40810.0","38.0","40803.0","10066.0","","","","","","","","","","","",""
"40817.0","39.0","40810.0","10206.0","","","","","","","","","","","",""
"40824.0","40.0","40817.0","12668.0","","","","","","","","","","","",""
"40831.0","41.0","40824.0","10403.0","","","","","","","","","","","",""
"40838.0","42.0","40831.0","11346.0","","","","","","","","","","","",""
"40845.0","43.0","40838.0","11874.0","","","","","","","","","","","",""
"40852.0","44.0","40845.0","12418.0","","","","","","","","","","","",""
"40859.0","45.0","40852.0","11039.0","","","","","","","","","","","",""
"40866.0","46.0","40859.0","13657.0","","","","","","","","","","","",""
"40873.0","47.0","40866.0","15157.0","","","","","","","","","","","",""
"40880.0","48.0","40873.0","22030.0","","","","","","","","","","","",""
"40887.0","49.0","40880.0","16259.0","","","","","","","","","","","",""
"40894.0","50.0","40887.0","15821.0","","","","","","","","","","","",""
"40901.0","51.0","40894.0","19905.0","","","","","","","","","","","",""
"40908.0","52.0","40901.0","21031.0","","","","","","","","","","","",""
"40915.0","53.0","40908.0","20799.0","","","","","","","","","","","",""
"40922.0","1.0","40915.0","17977.0","","","","","","","","","","","",""
"40929.0","2.0","40922.0","14395.0","","","","","","","","","","","",""
"40936.0","3.0","40929.0","13838.0","","","","","","","","","","","",""
"40943.0","4.0","40936.0","12744.0","","","","","","","","","","","",""
"40950.0","5.0","40943.0","11464.0","","","","","","","","","","","",""
"40957.0","6.0","40950.0","10990.0","","","","","","","","","","","",""
"40964.0","7.0","40957.0","10653.0","","","","","","","","","","","",""
"40971.0","8.0","40964.0","11285.0","","","","","","","","","","","",""
"40978.0","9.0","40971.0","10904.0","","","","","","","","","","","",""
"40985.0","10.0","40978.0","9485.0","","","","","","","","","","","",""
"40992.0","11.0","40985.0","10081.0","","","","","","","","","","","",""
"40999.0","12.0","40992.0","10103.0","","","","","","","","","","","",""
"41006.0","13.0","40999.0","12287.0","","","","","","","","","","","",""
"41013.0","14.0","41006.0","11356.0","","","","","","","","","","","",""
"41020.0","15.0","41013.0","9558.0","","","","","","","","","","","",""
"41027.0","16.0","41020.0","9925.0","","","","","","","","","","","",""
"41034.0","17.0","41027.0","9924.0","","","","","","","","","","","",""
"41041.0","18.0","41034.0","9552.0","","","","","","","","","","","",""
"41048.0","19.0","41041.0","9512.0","","","","","","","","","","","",""
"41055.0","20.0","41048.0","10430.0","","","","","","","","","","","",""
"41062.0","21.0","41055.0","10437.0","","","","","","","","","","","",""
"41069.0","22.0","41062.0","12033.0","","","","","","","","","","","",""
"41076.0","23.0","41069.0","11381.0","","","","","","","","","","","",""
"41083.0","24.0","41076.0","9793.0","","","","","","","","","","","",""
"41090.0","25.0","41083.0","9728.0","","","","","","","","","","","",""
"41097.0","26.0","41090.0","15704.0","","","","","","","","","","","",""
"41104.0","27.0","41097.0","12584.0","","","","","","","","","","","",""
"41111.0","28.0","41104.0","11409.0","","","","","","","","","","","",""
"41118.0","29.0","41111.0","9599.0","","","","","","","","","","","",""
"41125.0","30.0","41118.0","10617.0","","","","","","","","","","","",""
"41132.0","31.0","41125.0","10656.0","","","","","","","","","","","",""
"41139.0","32.0","41132.0","9277.0","","","","","","","","","","","",""
"41146.0","33.0","41139.0","9908.0","","","","","","","","","","","",""
"41153.0","34.0","41146.0","9784.0","","","","","","","","","","","",""
"41160.0","35.0","41153.0","9074.0","","","","","","","","","","","",""
"41167.0","36.0","41160.0","9347.0","","","","","","","","","","","",""
"41174.0","37.0","41167.0","11322.0","","","","","","","","","","","",""
"41181.0","38.0","41174.0","9599.0","","","","","","","","","","","",""
"41188.0","39.0","41181.0","10581.0","","","","","","","","","","","",""
"41195.0","40.0","41188.0","12517.0","","","","","","","","","","","",""
"41202.0","41.0","41195.0","11303.0","","","","","","","","","","","",""
"41209.0","42.0","41202.0","11078.0","","","","","","","","","","","",""
"41216.0","43.0","41209.0","17528.0","","","","","","","","","","","",""
"41223.0","44.0","41216.0","12532.0","","","","","","","","","","","",""
"41230.0","45.0","41223.0","11516.0","","","","","","","","","","","",""
"41237.0","46.0","41230.0","13768.0","","","","","","","","","","","",""
"41244.0","47.0","41237.0","15037.0","","","","","","","","","","","",""
"41251.0","48.0","41244.0","15780.0","","","","","","","","","","","",""
"41258.0","49.0","41251.0","14260.0","","","","","","","","","","","",""
"41265.0","50.0","41258.0","23055.0","","","","","","","","","","","",""
"41272.0","51.0","41265.0","24295.0","","","","","","","","","","","",""
"41279.0","52.0","41272.0","19380.0","","","","","","","","","","","",""
