"Report date","Week #","Week ","KS","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33089.0","30.0","33082.0","4771.0","","Week 30","5602.0","2831.0","2818.0","14537.0","","30.0","104017.0","76421.0","83003.0","509797.0"
"33096.0","31.0","33089.0","2653.0","","Week 31","3160.0","4695.0","2151.0","17547.0","","31.0","107177.0","81116.0","85154.0","527344.0"
"33103.0","32.0","33096.0","4089.0","","Week 32","2631.0","2590.0","2057.0","15972.0","","32.0","109808.0","83706.0","87211.0","543316.0"
"33110.0","33.0","33103.0","2054.0","","Week 33","2531.0","2957.0","2323.0","18683.0","","33.0","112339.0","86663.0","89534.0","561999.0"
"33117.0","34.0","33110.0","3594.0","","Week 34","5004.0","2850.0","2875.0","16147.0","","34.0","117343.0","89513.0","92409.0","578146.0"
"33124.0","35.0","33117.0","1906.0","","Week 35","2694.0","2677.0","2693.0","","","35.0","120037.0","92190.0","95102.0",""
"33131.0","36.0","33124.0","2097.0","","Week 36","2433.0","2999.0","2794.0","","","36.0","122470.0","95189.0","97896.0",""
"33138.0","37.0","33131.0","1984.0","","Week 37","2072.0","5912.0","2681.0","","","37.0","124542.0","101101.0","100577.0",""
"33145.0","38.0","33138.0","1726.0","","Week 38","3086.0","","3415.0","","","38.0","127628.0","","103992.0",""
"33152.0","39.0","33145.0","3979.0","","Week 39","","","5826.0","","","39.0","","","109818.0",""
"33159.0","40.0","33152.0","3114.0","","Week 40","","","2613.0","","","40.0","","","112431.0",""
"33166.0","41.0","33159.0","2250.0","","Week 41","","","2877.0","","","41.0","","","115308.0",""
"33173.0","42.0","33166.0","2181.0","","Week 42","","","2845.0","","","42.0","","","118153.0",""
"33180.0","43.0","33173.0","2524.0","","Week 43","","","4638.0","","","43.0","","","122791.0",""
"33187.0","44.0","33180.0","5581.0","","Week 44","","","4627.0","","","44.0","","","127418.0",""
"33194.0","45.0","33187.0","2652.0","","Week 45","","","3560.0","","","45.0","","","130978.0",""
"33201.0","46.0","33194.0","1950.0","","Week 46","","","3380.0","","","46.0","","","134358.0",""
"33208.0","47.0","33201.0","3824.0","","Week 47","","","5003.0","","","47.0","","","139361.0",""
"33215.0","48.0","33208.0","3497.0","","Week 48","","","3855.0","","","48.0","","","143216.0",""
"33222.0","49.0","33215.0","2845.0","","Week 49","","","4015.0","","","49.0","","","147231.0",""
"33229.0","50.0","33222.0","7078.0","","Week 50","","","4162.0","","","50.0","","","151393.0",""
"33236.0","51.0","33229.0","3966.0","","Week 51","","","5236.0","","","51.0","","","156629.0",""
"33243.0","52.0","33236.0","4169.0","","Week 52","","","4156.0","","","52.0","","","160785.0",""
"33250.0","1.0","33243.0","5873.0","","Week 53","","","7579.0","","","53.0","","","168364.0",""
"33257.0","2.0","33250.0","7030.0","","Week 54","","","18064.0","","","54.0","","","186428.0",""
"33264.0","3.0","33257.0","3101.0","","Week 55","","","4751.0","","","55.0","","","191179.0",""
"33271.0","4.0","33264.0","3660.0","","Week 56","","","7884.0","","","56.0","","","199063.0",""
"33278.0","5.0","33271.0","5602.0","","Week 57","","","5716.0","","","57.0","","","204779.0",""
"33285.0","6.0","33278.0","3160.0","","Week 58","","","4550.0","","","58.0","","","209329.0",""
"33292.0","7.0","33285.0","2631.0","","Week 59","","","7782.0","","","59.0","","","217111.0",""
"33299.0","8.0","33292.0","2531.0","","Week 60","","","8969.0","","","60.0","","","226080.0",""
"33306.0","9.0","33299.0","5004.0","","Week 61","","","6085.0","","","61.0","","","232165.0",""
"33313.0","10.0","33306.0","2694.0","","Week 62","","","4923.0","","","62.0","","","237088.0",""
"33320.0","11.0","33313.0","2433.0","","Week 63","","","5457.0","","","63.0","","","242545.0",""
"33327.0","12.0","33320.0","2072.0","","Week 64","","","5115.0","","","64.0","","","247660.0",""
"33334.0","13.0","33327.0","3086.0","","Week 65","","","5056.0","","","65.0","","","252716.0",""
"33341.0","14.0","33334.0","2722.0","","Week 66","","","7074.0","","","66.0","","","259790.0",""
"33348.0","15.0","33341.0","2425.0","","Week 67","","","5348.0","","","67.0","","","265138.0",""
"33355.0","16.0","33348.0","2699.0","","Week 68","","","5812.0","","","68.0","","","270950.0",""
"33362.0","17.0","33355.0","2390.0","","Week 69","","","7656.0","","","69.0","","","278606.0",""
"33369.0","18.0","33362.0","2206.0","","Week 70","","","6234.0","","","70.0","","","284840.0",""
"33376.0","19.0","33369.0","2298.0","","Week 71","","","4893.0","","","71.0","","","289733.0",""
"33383.0","20.0","33376.0","2856.0","","Week 72","","","6918.0","","","72.0","","","296651.0",""
"33390.0","21.0","33383.0","2061.0","","Week 73","","","5503.0","","","73.0","","","302154.0",""
"33397.0","22.0","33390.0","2365.0","","Week 74","","","4382.0","","","74.0","","","306536.0",""
"33404.0","23.0","33397.0","2509.0","","Week 75","","","4796.0","","","75.0","","","311332.0",""
"33411.0","24.0","33404.0","2104.0","","Week 76","","","5163.0","","","76.0","","","316495.0",""
"33418.0","25.0","33411.0","2293.0","","Week 77","","","4926.0","","","77.0","","","321421.0",""
"33425.0","26.0","33418.0","2862.0","","Week 78","","","5064.0","","","78.0","","","326485.0",""
"33432.0","27.0","33425.0","3075.0","","Week 79","","","4469.0","","","79.0","","","330954.0",""
"33439.0","28.0","33432.0","2981.0","","Week 80","","","8938.0","","","80.0","","","339892.0",""
"33446.0","29.0","33439.0","4845.0","","Week 81","","","5394.0","","","81.0","","","345286.0",""
"33453.0","30.0","33446.0","2653.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","2364.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","2162.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","2638.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","2127.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","1930.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","2010.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","2139.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","2124.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","2243.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","2520.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","2476.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","2355.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","3163.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","4261.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","2746.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","3954.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","3576.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","4436.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","2974.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","5968.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","5894.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","4973.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","5519.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","4078.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","2907.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","3895.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","5274.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","3707.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","3140.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","2652.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","3071.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","2692.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","2511.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","2154.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","1926.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","2670.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","2202.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","3012.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","2494.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","2309.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","2133.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","2404.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","1854.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","3083.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","2610.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","2418.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","2205.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","2378.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","3011.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","2856.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","5132.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","3006.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","2005.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","2211.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","1942.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","1868.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","2221.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","1613.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","1736.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","1645.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1766.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","2383.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","1763.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1562.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","2305.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","3049.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","2644.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","2674.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","3437.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","3751.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","2918.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","3254.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","3074.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","3564.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","4350.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","4349.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","3530.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","2858.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2397.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","2656.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","3097.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","3062.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","2578.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","2098.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","1964.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","1586.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","2190.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","2858.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","2714.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","2171.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","1685.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","2445.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","2807.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","2047.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","1860.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","1720.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","2345.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","1644.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","1858.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","1841.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","2786.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","2911.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","2588.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","2427.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","3399.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","1986.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","1794.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1750.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","2114.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","1514.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","1749.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1690.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","1694.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","2253.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","1934.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","2221.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","2008.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","2085.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","1881.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","2623.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","2115.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","2805.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","2425.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","3653.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","3264.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","3269.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","4549.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","3768.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","3336.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","3195.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","2934.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2807.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2335.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","2773.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","2753.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1943.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","2018.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","1813.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","2068.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","2445.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","2584.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","2119.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","2192.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","2457.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","1797.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","1798.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","1961.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","1919.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","2096.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","1812.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","3592.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","2043.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","2784.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","2624.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","2033.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","1923.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","2414.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","1826.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","1648.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","1735.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","1827.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1544.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","1562.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1652.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","1450.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","2177.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","1737.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","1894.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","1688.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","2035.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","1813.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","2182.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","1906.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","2731.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","3561.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","2872.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","2429.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","3550.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","5037.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","4587.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","2217.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2516.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","2223.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2611.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","2538.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","1877.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","3090.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2832.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","1940.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","1728.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","1556.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","2153.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","2212.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","2159.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","1856.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","2643.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","2164.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","2676.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","2680.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","2014.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","2408.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","1980.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","1692.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","1727.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","3435.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","2418.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","4875.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","2241.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","2775.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","1905.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1769.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1631.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","1677.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1437.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1498.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","1742.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","1439.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","2056.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","1470.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","1632.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","3665.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","3414.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","1906.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","2206.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","2113.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","2494.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","2228.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","2855.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","4184.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","3266.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","2107.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","4859.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","2492.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","3396.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","3692.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","2725.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","1979.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1692.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","2336.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","2205.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","2352.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","3914.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","1770.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","1612.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","1842.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","1778.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1450.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1735.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","2649.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","2028.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1646.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","1792.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","2063.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","1685.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","2054.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","1594.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","2424.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","2447.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","2389.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1933.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","1899.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","1791.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1562.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1637.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1503.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","1421.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1553.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","1946.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","1865.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","1969.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","1823.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","1499.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","2925.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","1920.0","","","","","","","","","","","",""
