"Report date","Week #","Week ","IL","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33369.0","18.0","33362.0","13718.0","","Week 70","","","23915.0","","","70.0","","","1323713.0",""
"33376.0","19.0","33369.0","14022.0","","Week 71","","","22969.0","","","71.0","","","1346682.0",""
"33383.0","20.0","33376.0","14768.0","","Week 72","","","25021.0","","","72.0","","","1371703.0",""
"33390.0","21.0","33383.0","11807.0","","Week 73","","","24299.0","","","73.0","","","1396002.0",""
"33397.0","22.0","33390.0","21706.0","","Week 74","","","20874.0","","","74.0","","","1416876.0",""
"33404.0","23.0","33397.0","15645.0","","Week 75","","","24755.0","","","75.0","","","1441631.0",""
"33411.0","24.0","33404.0","13707.0","","Week 76","","","20259.0","","","76.0","","","1461890.0",""
"33418.0","25.0","33411.0","14075.0","","Week 77","","","24637.0","","","77.0","","","1486527.0",""
"33425.0","26.0","33418.0","19460.0","","Week 78","","","25177.0","","","78.0","","","1511704.0",""
"33432.0","27.0","33425.0","19152.0","","Week 79","","","27205.0","","","79.0","","","1538909.0",""
"33439.0","28.0","33432.0","18000.0","","Week 80","","","21884.0","","","80.0","","","1560793.0",""
"33446.0","29.0","33439.0","13911.0","","Week 81","","","22489.0","","","81.0","","","1583282.0",""
"33453.0","30.0","33446.0","15734.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","13619.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","12865.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","13495.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","13076.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","12664.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","13620.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","13037.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","13379.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","15886.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","14539.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","13846.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","15536.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","23514.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","22624.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","22781.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","24386.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","19333.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","38650.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","32131.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","27914.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","28667.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","23005.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","29635.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","26580.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","20875.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","21378.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","22870.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","20836.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","17236.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","18080.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","18038.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","17358.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","19014.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","14767.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","16770.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","15626.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","16507.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","18150.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","14381.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","14503.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","13120.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","14023.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","12018.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","15287.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","15258.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","13883.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","14124.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","15349.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","17337.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","17231.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","16347.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","14738.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","13997.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","13423.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","12289.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","12181.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","15123.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","11084.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","14697.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","12522.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","14360.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","15517.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","14425.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","13139.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","14493.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","17116.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","17783.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","18727.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","15521.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","20175.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","19999.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","21013.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","20603.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","19754.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","29888.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","24391.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","17786.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","18734.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","18824.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","13850.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","16840.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","18879.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","16687.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","15002.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","15667.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","13862.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","16070.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","15388.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","14506.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","15030.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","14539.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","14269.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","14758.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","13618.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","16281.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","13605.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","12215.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","16651.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","12685.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","16672.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","14245.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","14306.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","16371.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","14054.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","14391.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","12537.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","11964.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","11595.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","13226.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","14765.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","23962.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","14837.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","11691.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","13625.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","9309.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","13128.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","13698.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","14704.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","12104.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","16690.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","12045.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","18680.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","24617.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","18058.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","20071.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","21061.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","26474.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","22470.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","17512.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","20072.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","17838.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","14820.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","15528.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","11703.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","15455.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","13274.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","11598.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","11386.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","12989.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","13743.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","15172.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","12004.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","9872.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","13926.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","10644.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","10990.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","10289.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","10192.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","12389.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","11539.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","10731.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","11754.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","12268.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","12659.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","11444.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","10539.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","12362.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","10241.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","9967.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","9200.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","10275.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","8511.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","8880.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","9599.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","9028.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","12229.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","9222.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","11625.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","10980.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","13966.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","9933.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","15319.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","11451.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","17082.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","18392.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","19208.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","20406.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","14885.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","20372.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","24497.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","13538.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","15475.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","14397.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","12224.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","13295.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","10769.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","12996.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","11989.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","11159.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","10906.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","12207.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","13200.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","13352.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","11994.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","10723.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","11803.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","11753.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","11695.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","11895.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","12128.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","13481.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","12421.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","12579.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","13875.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","14886.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","13808.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","13307.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","10893.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","11567.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","10605.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","13506.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","9829.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","10018.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","9854.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","9461.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","9343.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","10554.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","15635.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","10603.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","11378.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","11855.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","15729.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","12144.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","16896.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","13776.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","18578.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","17958.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","20763.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","22888.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","19562.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","21305.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","27386.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","17019.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","18709.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","18849.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","16249.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","14232.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","13702.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","14063.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","14028.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","12426.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","11565.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","12932.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","16020.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","11274.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","11132.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","10954.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","11807.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","11870.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","11783.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","11712.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","11333.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","13797.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","12971.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","12706.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","10877.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","14954.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","12640.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","14684.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","10911.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","11014.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","11350.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","9981.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","10334.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","10108.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","9794.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","10832.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","9135.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","9834.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","11402.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","11053.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","10073.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","12480.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","11959.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","11813.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","13613.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","15577.0","","","","","","","","","","","",""
