"Report date","Week #","Week ","OR","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"34328.0","51.0","34321.0","7760.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","9766.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","11369.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","10145.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","7256.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","7334.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","7141.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","7285.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","7203.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","6284.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","6999.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","6224.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","5852.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","7039.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","5567.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","8168.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","6687.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","6134.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","5775.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","7121.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","5780.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","6083.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","5172.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","5109.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","5740.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","6201.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","5585.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","5414.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","7224.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","5911.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","5126.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","5061.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","5438.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","4952.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","4823.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","5286.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","5642.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","4774.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","4718.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","5012.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","4653.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","5724.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","5371.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","5873.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","6185.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","8482.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","6685.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","8371.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","7839.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","7680.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","8075.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","7484.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","9709.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","9604.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","10510.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","10259.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","7578.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","7431.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","8323.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","7228.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","8527.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","6771.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","6535.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","6439.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","6897.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","7771.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","5788.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","7638.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","7058.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","6593.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","5364.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","6926.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","4662.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","6002.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","5030.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","5001.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","5903.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","5882.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","6394.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","5549.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","7561.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","6541.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","5399.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","4807.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","5204.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","4734.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","4474.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","4294.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","4864.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","4480.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","4668.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","4508.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","5132.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","7737.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","6018.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","6069.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","6399.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","7455.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","6144.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","8779.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","8208.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","8907.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","8823.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","8821.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","9749.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","9363.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","11108.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","10757.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","8053.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","9413.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","10982.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","9105.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","9103.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","7511.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","7832.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","6872.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","6593.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","6264.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","6744.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","8647.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","6476.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","6512.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","7906.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","5992.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","5587.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","6529.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","6360.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","5445.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","5649.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","5176.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","6287.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","5874.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","7021.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","6276.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","5075.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","4871.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","4671.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","4823.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","4494.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","4549.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","4590.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","4612.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","4750.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","4896.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","4941.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","6916.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","5572.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","5657.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","6531.0","","","","","","","","","","","",""
