"Report date","Week #","Week ","OK","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33047.0","24.0","33040.0","1674.0","","Week 24","4160.0","1630.0","1702.0","","","24.0","77882.0","51568.0","49527.0",""
"33054.0","25.0","33047.0","2438.0","","Week 25","3435.0","1583.0","2098.0","","","25.0","81317.0","53151.0","51625.0",""
"33061.0","26.0","33054.0","2949.0","","Week 26","9778.0","2860.0","2177.0","","","26.0","91095.0","56011.0","53802.0",""
"33068.0","27.0","33061.0","3581.0","","Week 27","3831.0","2100.0","1882.0","","","27.0","94926.0","58111.0","55684.0",""
"33075.0","28.0","33068.0","2274.0","","Week 28","2685.0","2311.0","1820.0","","","28.0","97611.0","60422.0","57504.0",""
"33082.0","29.0","33075.0","1837.0","","Week 29","6743.0","2949.0","2254.0","","","29.0","104354.0","63371.0","59758.0",""
"33089.0","30.0","33082.0","6067.0","","Week 30","3734.0","3009.0","2047.0","","","30.0","108088.0","66380.0","61805.0",""
"33096.0","31.0","33089.0","1817.0","","Week 31","2631.0","2800.0","2245.0","","","31.0","110719.0","69180.0","64050.0",""
"33103.0","32.0","33096.0","1638.0","","Week 32","2288.0","3633.0","2002.0","","","32.0","113007.0","72813.0","66052.0",""
"33110.0","33.0","33103.0","2017.0","","Week 33","6550.0","1642.0","1890.0","","","33.0","119557.0","74455.0","67942.0",""
"33117.0","34.0","33110.0","3759.0","","Week 34","2520.0","2498.0","1823.0","","","34.0","122077.0","76953.0","69765.0",""
"33124.0","35.0","33117.0","1766.0","","Week 35","2294.0","2501.0","2226.0","","","35.0","124371.0","79454.0","71991.0",""
"33131.0","36.0","33124.0","1777.0","","Week 36","5825.0","4207.0","1834.0","","","36.0","130196.0","83661.0","73825.0",""
"33138.0","37.0","33131.0","1762.0","","Week 37","2210.0","2951.0","1951.0","","","37.0","132406.0","86612.0","75776.0",""
"33145.0","38.0","33138.0","2774.0","","Week 38","2265.0","","1741.0","","","38.0","134671.0","","77517.0",""
"33152.0","39.0","33145.0","3277.0","","Week 39","","","2249.0","","","39.0","","","79766.0",""
"33159.0","40.0","33152.0","6434.0","","Week 40","","","1868.0","","","40.0","","","81634.0",""
"33166.0","41.0","33159.0","1901.0","","Week 41","","","1719.0","","","41.0","","","83353.0",""
"33173.0","42.0","33166.0","2322.0","","Week 42","","","2018.0","","","42.0","","","85371.0",""
"33180.0","43.0","33173.0","2753.0","","Week 43","","","3057.0","","","43.0","","","88428.0",""
"33187.0","44.0","33180.0","7606.0","","Week 44","","","2126.0","","","44.0","","","90554.0",""
"33194.0","45.0","33187.0","2989.0","","Week 45","","","2476.0","","","45.0","","","93030.0",""
"33201.0","46.0","33194.0","2091.0","","Week 46","","","2473.0","","","46.0","","","95503.0",""
"33208.0","47.0","33201.0","3646.0","","Week 47","","","2956.0","","","47.0","","","98459.0",""
"33215.0","48.0","33208.0","2663.0","","Week 48","","","2925.0","","","48.0","","","101384.0",""
"33222.0","49.0","33215.0","7455.0","","Week 49","","","4431.0","","","49.0","","","105815.0",""
"33229.0","50.0","33222.0","3097.0","","Week 50","","","3138.0","","","50.0","","","108953.0",""
"33236.0","51.0","33229.0","4160.0","","Week 51","","","4088.0","","","51.0","","","113041.0",""
"33243.0","52.0","33236.0","3435.0","","Week 52","","","4728.0","","","52.0","","","117769.0",""
"33250.0","1.0","33243.0","9778.0","","Week 53","","","4934.0","","","53.0","","","122703.0",""
"33257.0","2.0","33250.0","3831.0","","Week 54","","","4466.0","","","54.0","","","127169.0",""
"33264.0","3.0","33257.0","2685.0","","Week 55","","","3872.0","","","55.0","","","131041.0",""
"33271.0","4.0","33264.0","6743.0","","Week 56","","","6196.0","","","56.0","","","137237.0",""
"33278.0","5.0","33271.0","3734.0","","Week 57","","","4641.0","","","57.0","","","141878.0",""
"33285.0","6.0","33278.0","2631.0","","Week 58","","","5047.0","","","58.0","","","146925.0",""
"33292.0","7.0","33285.0","2288.0","","Week 59","","","3848.0","","","59.0","","","150773.0",""
"33299.0","8.0","33292.0","6550.0","","Week 60","","","4674.0","","","60.0","","","155447.0",""
"33306.0","9.0","33299.0","2520.0","","Week 61","","","4059.0","","","61.0","","","159506.0",""
"33313.0","10.0","33306.0","2294.0","","Week 62","","","5276.0","","","62.0","","","164782.0",""
"33320.0","11.0","33313.0","5825.0","","Week 63","","","4812.0","","","63.0","","","169594.0",""
"33327.0","12.0","33320.0","2210.0","","Week 64","","","4755.0","","","64.0","","","174349.0",""
"33334.0","13.0","33327.0","2265.0","","Week 65","","","4301.0","","","65.0","","","178650.0",""
"33341.0","14.0","33334.0","2755.0","","Week 66","","","5707.0","","","66.0","","","184357.0",""
"33348.0","15.0","33341.0","2381.0","","Week 67","","","5115.0","","","67.0","","","189472.0",""
"33355.0","16.0","33348.0","3118.0","","Week 68","","","5230.0","","","68.0","","","194702.0",""
"33362.0","17.0","33355.0","2689.0","","Week 69","","","4695.0","","","69.0","","","199397.0",""
"33369.0","18.0","33362.0","2395.0","","Week 70","","","4827.0","","","70.0","","","204224.0",""
"33376.0","19.0","33369.0","2177.0","","Week 71","","","4999.0","","","71.0","","","209223.0",""
"33383.0","20.0","33376.0","2212.0","","Week 72","","","5173.0","","","72.0","","","214396.0",""
"33390.0","21.0","33383.0","1730.0","","Week 73","","","4089.0","","","73.0","","","218485.0",""
"33397.0","22.0","33390.0","2403.0","","Week 74","","","4562.0","","","74.0","","","223047.0",""
"33404.0","23.0","33397.0","3100.0","","Week 75","","","5154.0","","","75.0","","","228201.0",""
"33411.0","24.0","33404.0","2490.0","","Week 76","","","3708.0","","","76.0","","","231909.0",""
"33418.0","25.0","33411.0","1998.0","","Week 77","","","4073.0","","","77.0","","","235982.0",""
"33425.0","26.0","33418.0","2474.0","","Week 78","","","3994.0","","","78.0","","","239976.0",""
"33432.0","27.0","33425.0","3016.0","","Week 79","","","3878.0","","","79.0","","","243854.0",""
"33439.0","28.0","33432.0","3826.0","","Week 80","","","4341.0","","","80.0","","","248195.0",""
"33446.0","29.0","33439.0","6450.0","","Week 81","","","3812.0","","","81.0","","","252007.0",""
"33453.0","30.0","33446.0","2371.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","2863.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","2252.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","2145.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","1994.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","1995.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","2134.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","2103.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","2439.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","2363.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","2561.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","2140.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","2532.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","2451.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","3044.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","2640.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","2996.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","2877.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","2776.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","2504.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","2816.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","3228.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","3821.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","8863.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","3685.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","2906.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","2942.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","2980.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","6636.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","2429.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","2700.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","2672.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","6796.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","2600.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","2571.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","2282.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","2585.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","2505.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","2325.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","2315.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","2738.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","2324.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","2827.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","2314.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","3055.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","2672.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","2497.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","2153.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","2448.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","2570.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","3044.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","6551.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","2380.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","2129.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","2198.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","2084.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","2028.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","2309.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","5340.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","2257.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","2029.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","1968.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","2802.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","2219.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","1983.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","2033.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","2309.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","2111.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","2410.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","1964.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","3025.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","3714.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","2564.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","2513.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","2279.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","4724.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","3038.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","2643.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","2566.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","2431.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","2114.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","2157.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","2960.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","2785.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","2398.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","2072.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","2422.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","2056.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","2783.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","1985.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","1913.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","2524.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","2185.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","2527.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","2326.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","2080.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","2069.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","1968.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","2280.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","1929.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","2039.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","2430.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","2679.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","2177.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","1890.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","2264.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","2148.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","1860.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","1685.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","1907.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","1524.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","1943.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","1731.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","1656.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","2797.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","1963.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","2037.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","1803.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","2258.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","1775.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","2240.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","2479.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","3272.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","3033.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","2021.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","2297.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","2308.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","4345.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","3350.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","2386.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","2436.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","2251.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","2024.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","2216.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","1830.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","2250.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","1912.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","2126.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","1895.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","1614.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","2373.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","1893.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","1802.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","1844.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","2331.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","2860.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","1880.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","1801.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","1977.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","2060.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","1710.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","1747.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","1428.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","2887.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","2265.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","1815.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","2359.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","1972.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","1800.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","1755.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","1692.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","1668.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","1470.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","1522.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","1504.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","1513.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","2148.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","1564.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","1644.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","1761.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","2178.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","1669.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","1988.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","1441.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","2121.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","2496.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","2127.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","2210.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","2118.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","3460.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","3246.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","2220.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","2310.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","2267.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","2094.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","1798.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","1876.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","1792.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","2336.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","2245.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","1805.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","1567.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","5398.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","1741.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","2234.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","1918.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","1881.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","2344.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","3667.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","1784.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","2070.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","2195.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","2022.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","1699.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","1922.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","3036.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","2748.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","2477.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","1504.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","1867.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","1825.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","1687.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","1649.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","1632.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","1494.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","1536.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","1682.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","2212.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","2526.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","1840.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","1761.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","1639.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","1877.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","2855.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","2684.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","1432.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","2432.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","2941.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","1939.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","2293.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","2820.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","3053.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","6757.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","2070.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","5913.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","2228.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","2600.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","5591.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","1733.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","1627.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","1751.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","5311.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","2123.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","1894.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","1928.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","1937.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","1801.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","1643.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","1686.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","2118.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","1625.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","1722.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","1593.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","1841.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","1701.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","1707.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","1779.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","2865.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","3612.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","2404.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","1640.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","1652.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","1892.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","1703.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","1546.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","1964.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","1645.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","1546.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","2157.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","2877.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","3171.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","2000.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","1462.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","1592.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","2534.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","1756.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","1886.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","1907.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","2164.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","2792.0","","","","","","","","","","","",""
