"Report date","Week #","Week ","WA","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"33439.0","28.0","33432.0","10276.0","","","","","","","","","","","",""
"33446.0","29.0","33439.0","9393.0","","","","","","","","","","","",""
"33453.0","30.0","33446.0","10150.0","","","","","","","","","","","",""
"33460.0","31.0","33453.0","9456.0","","","","","","","","","","","",""
"33467.0","32.0","33460.0","9209.0","","","","","","","","","","","",""
"33474.0","33.0","33467.0","9169.0","","","","","","","","","","","",""
"33481.0","34.0","33474.0","8860.0","","","","","","","","","","","",""
"33488.0","35.0","33481.0","8255.0","","","","","","","","","","","",""
"33495.0","36.0","33488.0","9450.0","","","","","","","","","","","",""
"33502.0","37.0","33495.0","9343.0","","","","","","","","","","","",""
"33509.0","38.0","33502.0","8748.0","","","","","","","","","","","",""
"33516.0","39.0","33509.0","9345.0","","","","","","","","","","","",""
"33523.0","40.0","33516.0","10633.0","","","","","","","","","","","",""
"33530.0","41.0","33523.0","11405.0","","","","","","","","","","","",""
"33537.0","42.0","33530.0","12227.0","","","","","","","","","","","",""
"33544.0","43.0","33537.0","13204.0","","","","","","","","","","","",""
"33551.0","44.0","33544.0","13815.0","","","","","","","","","","","",""
"33558.0","45.0","33551.0","12065.0","","","","","","","","","","","",""
"33565.0","46.0","33558.0","14961.0","","","","","","","","","","","",""
"33572.0","47.0","33565.0","10716.0","","","","","","","","","","","",""
"33579.0","48.0","33572.0","14136.0","","","","","","","","","","","",""
"33586.0","49.0","33579.0","13554.0","","","","","","","","","","","",""
"33593.0","50.0","33586.0","13160.0","","","","","","","","","","","",""
"33600.0","51.0","33593.0","16237.0","","","","","","","","","","","",""
"33607.0","52.0","33600.0","13836.0","","","","","","","","","","","",""
"33614.0","1.0","33607.0","16691.0","","","","","","","","","","","",""
"33621.0","2.0","33614.0","13015.0","","","","","","","","","","","",""
"33628.0","3.0","33621.0","11257.0","","","","","","","","","","","",""
"33635.0","4.0","33628.0","13669.0","","","","","","","","","","","",""
"33642.0","5.0","33635.0","12539.0","","","","","","","","","","","",""
"33649.0","6.0","33642.0","10541.0","","","","","","","","","","","",""
"33656.0","7.0","33649.0","9136.0","","","","","","","","","","","",""
"33663.0","8.0","33656.0","11127.0","","","","","","","","","","","",""
"33670.0","9.0","33663.0","10585.0","","","","","","","","","","","",""
"33677.0","10.0","33670.0","9865.0","","","","","","","","","","","",""
"33684.0","11.0","33677.0","9745.0","","","","","","","","","","","",""
"33691.0","12.0","33684.0","9407.0","","","","","","","","","","","",""
"33698.0","13.0","33691.0","9228.0","","","","","","","","","","","",""
"33705.0","14.0","33698.0","10889.0","","","","","","","","","","","",""
"33712.0","15.0","33705.0","10193.0","","","","","","","","","","","",""
"33719.0","16.0","33712.0","9797.0","","","","","","","","","","","",""
"33726.0","17.0","33719.0","9072.0","","","","","","","","","","","",""
"33733.0","18.0","33726.0","8745.0","","","","","","","","","","","",""
"33740.0","19.0","33733.0","9466.0","","","","","","","","","","","",""
"33747.0","20.0","33740.0","8866.0","","","","","","","","","","","",""
"33754.0","21.0","33747.0","7167.0","","","","","","","","","","","",""
"33761.0","22.0","33754.0","8620.0","","","","","","","","","","","",""
"33768.0","23.0","33761.0","8482.0","","","","","","","","","","","",""
"33775.0","24.0","33768.0","9976.0","","","","","","","","","","","",""
"33782.0","25.0","33775.0","9408.0","","","","","","","","","","","",""
"33789.0","26.0","33782.0","8325.0","","","","","","","","","","","",""
"33796.0","27.0","33789.0","11683.0","","","","","","","","","","","",""
"33803.0","28.0","33796.0","10957.0","","","","","","","","","","","",""
"33810.0","29.0","33803.0","10784.0","","","","","","","","","","","",""
"33817.0","30.0","33810.0","9199.0","","","","","","","","","","","",""
"33824.0","31.0","33817.0","9916.0","","","","","","","","","","","",""
"33831.0","32.0","33824.0","8257.0","","","","","","","","","","","",""
"33838.0","33.0","33831.0","8404.0","","","","","","","","","","","",""
"33845.0","34.0","33838.0","8497.0","","","","","","","","","","","",""
"33852.0","35.0","33845.0","8654.0","","","","","","","","","","","",""
"33859.0","36.0","33852.0","7279.0","","","","","","","","","","","",""
"33866.0","37.0","33859.0","8109.0","","","","","","","","","","","",""
"33873.0","38.0","33866.0","8377.0","","","","","","","","","","","",""
"33880.0","39.0","33873.0","8776.0","","","","","","","","","","","",""
"33887.0","40.0","33880.0","10850.0","","","","","","","","","","","",""
"33894.0","41.0","33887.0","11488.0","","","","","","","","","","","",""
"33901.0","42.0","33894.0","10638.0","","","","","","","","","","","",""
"33908.0","43.0","33901.0","10906.0","","","","","","","","","","","",""
"33915.0","44.0","33908.0","11263.0","","","","","","","","","","","",""
"33922.0","45.0","33915.0","11017.0","","","","","","","","","","","",""
"33929.0","46.0","33922.0","12684.0","","","","","","","","","","","",""
"33936.0","47.0","33929.0","9119.0","","","","","","","","","","","",""
"33943.0","48.0","33936.0","12411.0","","","","","","","","","","","",""
"33950.0","49.0","33943.0","12516.0","","","","","","","","","","","",""
"33957.0","50.0","33950.0","12015.0","","","","","","","","","","","",""
"33964.0","51.0","33957.0","11888.0","","","","","","","","","","","",""
"33971.0","52.0","33964.0","10956.0","","","","","","","","","","","",""
"33978.0","1.0","33971.0","17187.0","","","","","","","","","","","",""
"33985.0","2.0","33978.0","15153.0","","","","","","","","","","","",""
"33992.0","3.0","33985.0","10923.0","","","","","","","","","","","",""
"33999.0","4.0","33992.0","11815.0","","","","","","","","","","","",""
"34006.0","5.0","33999.0","11070.0","","","","","","","","","","","",""
"34013.0","6.0","34006.0","9631.0","","","","","","","","","","","",""
"34020.0","7.0","34013.0","7960.0","","","","","","","","","","","",""
"34027.0","8.0","34020.0","10546.0","","","","","","","","","","","",""
"34034.0","9.0","34027.0","10661.0","","","","","","","","","","","",""
"34041.0","10.0","34034.0","10064.0","","","","","","","","","","","",""
"34048.0","11.0","34041.0","8423.0","","","","","","","","","","","",""
"34055.0","12.0","34048.0","8381.0","","","","","","","","","","","",""
"34062.0","13.0","34055.0","8710.0","","","","","","","","","","","",""
"34069.0","14.0","34062.0","10875.0","","","","","","","","","","","",""
"34076.0","15.0","34069.0","9680.0","","","","","","","","","","","",""
"34083.0","16.0","34076.0","8460.0","","","","","","","","","","","",""
"34090.0","17.0","34083.0","8837.0","","","","","","","","","","","",""
"34097.0","18.0","34090.0","8712.0","","","","","","","","","","","",""
"34104.0","19.0","34097.0","8475.0","","","","","","","","","","","",""
"34111.0","20.0","34104.0","8137.0","","","","","","","","","","","",""
"34118.0","21.0","34111.0","7454.0","","","","","","","","","","","",""
"34125.0","22.0","34118.0","7208.0","","","","","","","","","","","",""
"34132.0","23.0","34125.0","8376.0","","","","","","","","","","","",""
"34139.0","24.0","34132.0","7676.0","","","","","","","","","","","",""
"34146.0","25.0","34139.0","7642.0","","","","","","","","","","","",""
"34153.0","26.0","34146.0","7906.0","","","","","","","","","","","",""
"34160.0","27.0","34153.0","10640.0","","","","","","","","","","","",""
"34167.0","28.0","34160.0","11243.0","","","","","","","","","","","",""
"34174.0","29.0","34167.0","9713.0","","","","","","","","","","","",""
"34181.0","30.0","34174.0","8789.0","","","","","","","","","","","",""
"34188.0","31.0","34181.0","9195.0","","","","","","","","","","","",""
"34195.0","32.0","34188.0","8288.0","","","","","","","","","","","",""
"34202.0","33.0","34195.0","7584.0","","","","","","","","","","","",""
"34209.0","34.0","34202.0","7486.0","","","","","","","","","","","",""
"34216.0","35.0","34209.0","7631.0","","","","","","","","","","","",""
"34223.0","36.0","34216.0","6888.0","","","","","","","","","","","",""
"34230.0","37.0","34223.0","7809.0","","","","","","","","","","","",""
"34237.0","38.0","34230.0","7984.0","","","","","","","","","","","",""
"34244.0","39.0","34237.0","7931.0","","","","","","","","","","","",""
"34251.0","40.0","34244.0","10525.0","","","","","","","","","","","",""
"34258.0","41.0","34251.0","9694.0","","","","","","","","","","","",""
"34265.0","42.0","34258.0","10531.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","10523.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","12497.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","10510.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","12481.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","12467.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","15913.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","13744.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","11169.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","11129.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","10933.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","16671.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","14685.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","10816.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","11520.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","11644.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","11265.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","11592.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","9621.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","11634.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","10062.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","9492.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","10339.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","9944.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","12103.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","10965.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","10206.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","8887.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","10705.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","9701.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","9819.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","8773.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","8773.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","9218.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","9357.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","9481.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","8874.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","10422.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","10471.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","9668.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","9539.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","9231.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","8662.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","8593.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","8045.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","8435.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","7955.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","8982.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","7834.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","7703.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","10606.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","10230.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","11048.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","11354.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","14061.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","11168.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","13628.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","9889.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","13637.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","14684.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","12093.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","12795.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","11347.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","13474.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","15182.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","11856.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","11686.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","11453.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","11071.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","12291.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","10191.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","12201.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","10994.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","10644.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","10329.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","9572.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","11166.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","10735.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","9880.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","9281.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","9935.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","10309.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","9445.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","8799.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","7590.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","9963.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","9468.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","9599.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","8787.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","9972.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","11278.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","9928.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","9205.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","9648.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","8850.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","8544.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","7847.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","7717.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","7168.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","8408.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","7673.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","7837.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","11238.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","11497.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","11756.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","14710.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","17312.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","13254.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","15914.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","11379.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","14629.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","14351.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","12478.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","14466.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","13004.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","12275.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","13212.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","11637.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","13758.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","16871.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","15895.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","12073.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","9156.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","11249.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","10746.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","10558.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","9303.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","9445.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","10595.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","11432.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","10651.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","10507.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","9786.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","9097.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","8973.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","9743.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","8133.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","9688.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","8833.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","9669.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","8912.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","8567.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","10098.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","8455.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","8435.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","8375.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","8418.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","8048.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","8015.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","7641.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","7543.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","7725.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","7450.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","7247.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","7638.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","9185.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","9411.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","10713.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","11554.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","12614.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","11125.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","11843.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","12549.0","","","","","","","","","","","",""
"35406.0","48.0","35399.0","12382.0","","","","","","","","","","","",""
"35413.0","49.0","35406.0","9919.0","","","","","","","","","","","",""
"35420.0","50.0","35413.0","10865.0","","","","","","","","","","","",""
"35427.0","51.0","35420.0","12245.0","","","","","","","","","","","",""
