"Report date","Week #","Week ","NJ","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"34265.0","42.0","34258.0","9566.0","","","","","","","","","","","",""
"34272.0","43.0","34265.0","9409.0","","","","","","","","","","","",""
"34279.0","44.0","34272.0","9552.0","","","","","","","","","","","",""
"34286.0","45.0","34279.0","9288.0","","","","","","","","","","","",""
"34293.0","46.0","34286.0","11850.0","","","","","","","","","","","",""
"34300.0","47.0","34293.0","7768.0","","","","","","","","","","","",""
"34307.0","48.0","34300.0","12417.0","","","","","","","","","","","",""
"34314.0","49.0","34307.0","12127.0","","","","","","","","","","","",""
"34321.0","50.0","34314.0","12503.0","","","","","","","","","","","",""
"34328.0","51.0","34321.0","12385.0","","","","","","","","","","","",""
"34335.0","52.0","34328.0","15797.0","","","","","","","","","","","",""
"34342.0","1.0","34335.0","22928.0","","","","","","","","","","","",""
"34349.0","2.0","34342.0","18821.0","","","","","","","","","","","",""
"34356.0","3.0","34349.0","13861.0","","","","","","","","","","","",""
"34363.0","4.0","34356.0","13764.0","","","","","","","","","","","",""
"34370.0","5.0","34363.0","13759.0","","","","","","","","","","","",""
"34377.0","6.0","34370.0","9495.0","","","","","","","","","","","",""
"34384.0","7.0","34377.0","11662.0","","","","","","","","","","","",""
"34391.0","8.0","34384.0","9832.0","","","","","","","","","","","",""
"34398.0","9.0","34391.0","11532.0","","","","","","","","","","","",""
"34405.0","10.0","34398.0","10157.0","","","","","","","","","","","",""
"34412.0","11.0","34405.0","9522.0","","","","","","","","","","","",""
"34419.0","12.0","34412.0","8802.0","","","","","","","","","","","",""
"34426.0","13.0","34419.0","7596.0","","","","","","","","","","","",""
"34433.0","14.0","34426.0","12689.0","","","","","","","","","","","",""
"34440.0","15.0","34433.0","10960.0","","","","","","","","","","","",""
"34447.0","16.0","34440.0","9214.0","","","","","","","","","","","",""
"34454.0","17.0","34447.0","9637.0","","","","","","","","","","","",""
"34461.0","18.0","34454.0","9303.0","","","","","","","","","","","",""
"34468.0","19.0","34461.0","9248.0","","","","","","","","","","","",""
"34475.0","20.0","34468.0","9085.0","","","","","","","","","","","",""
"34482.0","21.0","34475.0","8851.0","","","","","","","","","","","",""
"34489.0","22.0","34482.0","8067.0","","","","","","","","","","","",""
"34496.0","23.0","34489.0","8928.0","","","","","","","","","","","",""
"34503.0","24.0","34496.0","8895.0","","","","","","","","","","","",""
"34510.0","25.0","34503.0","10420.0","","","","","","","","","","","",""
"34517.0","26.0","34510.0","14671.0","","","","","","","","","","","",""
"34524.0","27.0","34517.0","14394.0","","","","","","","","","","","",""
"34531.0","28.0","34524.0","14281.0","","","","","","","","","","","",""
"34538.0","29.0","34531.0","11130.0","","","","","","","","","","","",""
"34545.0","30.0","34538.0","9057.0","","","","","","","","","","","",""
"34552.0","31.0","34545.0","9677.0","","","","","","","","","","","",""
"34559.0","32.0","34552.0","8473.0","","","","","","","","","","","",""
"34566.0","33.0","34559.0","8393.0","","","","","","","","","","","",""
"34573.0","34.0","34566.0","7872.0","","","","","","","","","","","",""
"34580.0","35.0","34573.0","7984.0","","","","","","","","","","","",""
"34587.0","36.0","34580.0","7690.0","","","","","","","","","","","",""
"34594.0","37.0","34587.0","8350.0","","","","","","","","","","","",""
"34601.0","38.0","34594.0","8144.0","","","","","","","","","","","",""
"34608.0","39.0","34601.0","7605.0","","","","","","","","","","","",""
"34615.0","40.0","34608.0","10702.0","","","","","","","","","","","",""
"34622.0","41.0","34615.0","9953.0","","","","","","","","","","","",""
"34629.0","42.0","34622.0","10142.0","","","","","","","","","","","",""
"34636.0","43.0","34629.0","9434.0","","","","","","","","","","","",""
"34643.0","44.0","34636.0","10899.0","","","","","","","","","","","",""
"34650.0","45.0","34643.0","7934.0","","","","","","","","","","","",""
"34657.0","46.0","34650.0","12702.0","","","","","","","","","","","",""
"34664.0","47.0","34657.0","8031.0","","","","","","","","","","","",""
"34671.0","48.0","34664.0","12113.0","","","","","","","","","","","",""
"34678.0","49.0","34671.0","12352.0","","","","","","","","","","","",""
"34685.0","50.0","34678.0","12762.0","","","","","","","","","","","",""
"34692.0","51.0","34685.0","14098.0","","","","","","","","","","","",""
"34699.0","52.0","34692.0","16540.0","","","","","","","","","","","",""
"34706.0","53.0","34699.0","15949.0","","","","","","","","","","","",""
"34713.0","1.0","34706.0","21360.0","","","","","","","","","","","",""
"34720.0","2.0","34713.0","13273.0","","","","","","","","","","","",""
"34727.0","3.0","34720.0","12698.0","","","","","","","","","","","",""
"34734.0","4.0","34727.0","13135.0","","","","","","","","","","","",""
"34741.0","5.0","34734.0","13525.0","","","","","","","","","","","",""
"34748.0","6.0","34741.0","11708.0","","","","","","","","","","","",""
"34755.0","7.0","34748.0","11351.0","","","","","","","","","","","",""
"34762.0","8.0","34755.0","11192.0","","","","","","","","","","","",""
"34769.0","9.0","34762.0","11148.0","","","","","","","","","","","",""
"34776.0","10.0","34769.0","9486.0","","","","","","","","","","","",""
"34783.0","11.0","34776.0","9112.0","","","","","","","","","","","",""
"34790.0","12.0","34783.0","8846.0","","","","","","","","","","","",""
"34797.0","13.0","34790.0","11114.0","","","","","","","","","","","",""
"34804.0","14.0","34797.0","9568.0","","","","","","","","","","","",""
"34811.0","15.0","34804.0","13232.0","","","","","","","","","","","",""
"34818.0","16.0","34811.0","11242.0","","","","","","","","","","","",""
"34825.0","17.0","34818.0","10035.0","","","","","","","","","","","",""
"34832.0","18.0","34825.0","9752.0","","","","","","","","","","","",""
"34839.0","19.0","34832.0","9612.0","","","","","","","","","","","",""
"34846.0","20.0","34839.0","8813.0","","","","","","","","","","","",""
"34853.0","21.0","34846.0","8427.0","","","","","","","","","","","",""
"34860.0","22.0","34853.0","9594.0","","","","","","","","","","","",""
"34867.0","23.0","34860.0","10748.0","","","","","","","","","","","",""
"34874.0","24.0","34867.0","14439.0","","","","","","","","","","","",""
"34881.0","25.0","34874.0","15315.0","","","","","","","","","","","",""
"34888.0","26.0","34881.0","14226.0","","","","","","","","","","","",""
"34895.0","27.0","34888.0","13584.0","","","","","","","","","","","",""
"34902.0","28.0","34895.0","10170.0","","","","","","","","","","","",""
"34909.0","29.0","34902.0","9084.0","","","","","","","","","","","",""
"34916.0","30.0","34909.0","9688.0","","","","","","","","","","","",""
"34923.0","31.0","34916.0","9172.0","","","","","","","","","","","",""
"34930.0","32.0","34923.0","8904.0","","","","","","","","","","","",""
"34937.0","33.0","34930.0","8447.0","","","","","","","","","","","",""
"34944.0","34.0","34937.0","8615.0","","","","","","","","","","","",""
"34951.0","35.0","34944.0","7808.0","","","","","","","","","","","",""
"34958.0","36.0","34951.0","8742.0","","","","","","","","","","","",""
"34965.0","37.0","34958.0","8869.0","","","","","","","","","","","",""
"34972.0","38.0","34965.0","8999.0","","","","","","","","","","","",""
"34979.0","39.0","34972.0","11333.0","","","","","","","","","","","",""
"34986.0","40.0","34979.0","8879.0","","","","","","","","","","","",""
"34993.0","41.0","34986.0","10299.0","","","","","","","","","","","",""
"35000.0","42.0","34993.0","10120.0","","","","","","","","","","","",""
"35007.0","43.0","35000.0","10831.0","","","","","","","","","","","",""
"35014.0","44.0","35007.0","8367.0","","","","","","","","","","","",""
"35021.0","45.0","35014.0","13586.0","","","","","","","","","","","",""
"35028.0","46.0","35021.0","8650.0","","","","","","","","","","","",""
"35035.0","47.0","35028.0","12737.0","","","","","","","","","","","",""
"35042.0","48.0","35035.0","12452.0","","","","","","","","","","","",""
"35049.0","49.0","35042.0","15579.0","","","","","","","","","","","",""
"35056.0","50.0","35049.0","15276.0","","","","","","","","","","","",""
"35063.0","51.0","35056.0","16997.0","","","","","","","","","","","",""
"35070.0","52.0","35063.0","17351.0","","","","","","","","","","","",""
"35077.0","1.0","35070.0","16667.0","","","","","","","","","","","",""
"35084.0","2.0","35077.0","19033.0","","","","","","","","","","","",""
"35091.0","3.0","35084.0","15501.0","","","","","","","","","","","",""
"35098.0","4.0","35091.0","13312.0","","","","","","","","","","","",""
"35105.0","5.0","35098.0","12239.0","","","","","","","","","","","",""
"35112.0","6.0","35105.0","10012.0","","","","","","","","","","","",""
"35119.0","7.0","35112.0","10662.0","","","","","","","","","","","",""
"35126.0","8.0","35119.0","10530.0","","","","","","","","","","","",""
"35133.0","9.0","35126.0","9960.0","","","","","","","","","","","",""
"35140.0","10.0","35133.0","12837.0","","","","","","","","","","","",""
"35147.0","11.0","35140.0","10136.0","","","","","","","","","","","",""
"35154.0","12.0","35147.0","9021.0","","","","","","","","","","","",""
"35161.0","13.0","35154.0","8576.0","","","","","","","","","","","",""
"35168.0","14.0","35161.0","11720.0","","","","","","","","","","","",""
"35175.0","15.0","35168.0","10878.0","","","","","","","","","","","",""
"35182.0","16.0","35175.0","10025.0","","","","","","","","","","","",""
"35189.0","17.0","35182.0","8681.0","","","","","","","","","","","",""
"35196.0","18.0","35189.0","9311.0","","","","","","","","","","","",""
"35203.0","19.0","35196.0","8887.0","","","","","","","","","","","",""
"35210.0","20.0","35203.0","8107.0","","","","","","","","","","","",""
"35217.0","21.0","35210.0","7488.0","","","","","","","","","","","",""
"35224.0","22.0","35217.0","9563.0","","","","","","","","","","","",""
"35231.0","23.0","35224.0","9182.0","","","","","","","","","","","",""
"35238.0","24.0","35231.0","10655.0","","","","","","","","","","","",""
"35245.0","25.0","35238.0","14187.0","","","","","","","","","","","",""
"35252.0","26.0","35245.0","13777.0","","","","","","","","","","","",""
"35259.0","27.0","35252.0","13681.0","","","","","","","","","","","",""
"35266.0","28.0","35259.0","9917.0","","","","","","","","","","","",""
"35273.0","29.0","35266.0","9420.0","","","","","","","","","","","",""
"35280.0","30.0","35273.0","8560.0","","","","","","","","","","","",""
"35287.0","31.0","35280.0","9535.0","","","","","","","","","","","",""
"35294.0","32.0","35287.0","9042.0","","","","","","","","","","","",""
"35301.0","33.0","35294.0","8612.0","","","","","","","","","","","",""
"35308.0","34.0","35301.0","7410.0","","","","","","","","","","","",""
"35315.0","35.0","35308.0","7401.0","","","","","","","","","","","",""
"35322.0","36.0","35315.0","9294.0","","","","","","","","","","","",""
"35329.0","37.0","35322.0","8933.0","","","","","","","","","","","",""
"35336.0","38.0","35329.0","8214.0","","","","","","","","","","","",""
"35343.0","39.0","35336.0","9008.0","","","","","","","","","","","",""
"35350.0","40.0","35343.0","9785.0","","","","","","","","","","","",""
"35357.0","41.0","35350.0","8286.0","","","","","","","","","","","",""
"35364.0","42.0","35357.0","9682.0","","","","","","","","","","","",""
"35371.0","43.0","35364.0","9137.0","","","","","","","","","","","",""
"35378.0","44.0","35371.0","8559.0","","","","","","","","","","","",""
"35385.0","45.0","35378.0","10079.0","","","","","","","","","","","",""
"35392.0","46.0","35385.0","12069.0","","","","","","","","","","","",""
"35399.0","47.0","35392.0","8289.0","","","","","","","","","","","",""
